"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/21134460/1669579625","Tue Feb 17 21:44:37 +0000 2009","#Conservative #2A ""Dear Sen. Biden: You are a traitor ...."". 🇺🇸 $ABG0222",,,,,,,,,,,,,,,,"0","76341","3748","5354","true","21134460","false","false","false","Florida ","1895","FL_Anon","1686805575433076736","false","https://pbs.twimg.com/profile_images/1638288592681172995/oMLJpZ0l_normal.jpg","","17783","https://twitter.com/zaps_fl","user","https://x.com/zaps_fl","zaps_fl","@FoxNews Let's not forget about Odumbo meddling in Israel's election.","Fri Jul 28 19:44:06 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/823027992809078785/1501037655","Sun Jan 22 04:42:19 +0000 2017","signing off this account-thanks! #WeCanDoBetter #ImpeachTrump",,,,,,,,,,,,,,,,"0","7940","50","197","false","823027992809078785","false","false","false","Georgia, USA","1","JD",,"false","https://pbs.twimg.com/profile_images/890041927852314628/qk8Wd2-v_normal.jpg","","20269","https://twitter.com/JD4GA1","user","https://x.com/JD4GA1","JD4GA1","@thehill the @GOP want to waste more taxpayer money on another fishing expedition/evidence of election meddling points to @realDonaldTrump","Fri Jul 28 19:03:53 +0000 2017"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/29932111/1500831579","Thu Apr 09 05:48:19 +0000 2009","I may be a bitch but I'm not your bitch.",,,,,,,,,,,,,,,,"0","34620","375","231","false","29932111","false","false","false","","1317","💋","831215019643793409","false","https://pbs.twimg.com/profile_images/1206778932797657088/7zI3OTvN_normal.jpg","","33098","https://twitter.com/_TonyaSpencer","user","https://x.com/_TonyaSpencer","_TonyaSpencer","@FoxNews @HillaryClinton Trumptards are more upset that a private citizen wrote a book than they are about Russia meddling in our election. Sad.","Fri Jul 28 18:59:03 +0000 2017"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/4835593824/1571675615","Sat Jan 30 15:42:27 +0000 2016","Political Orphan Political Independent
Fuck pronouns, fuck covidiots and fuck Ukraintards",,,,,,,,,,,"t.me/ventuckyspaz","https://t.me/ventuckyspaz","0","23","https://t.co/4Uv3VjsvkI","0","359160","7112","3152","true","4835593824","false","false","false","Los Angeles, CA","6689","Currie Dobson","1472731039768330240","false","https://pbs.twimg.com/profile_images/1539419556812181505/u_DQTJH0_normal.jpg","","112932","https://twitter.com/Ventuckyspaz","user","https://x.com/Ventuckyspaz","Ventuckyspaz","@craig_steger I believe we are basing sanctions on Russia for unproven election ""meddling"" whatever the hell that means. Rand did it for the right reason.","Fri Jul 28 18:44:33 +0000 2017"
,,,,,,"false","true",,"Mon Jan 23 13:24:38 +0000 2012","The Complex of Hadji Nikoli Inn comprises of an Art gallery, a Restaurant with several lounges and a beautiful garden, a coffee shop and a wine-bar.",,,,,,,,,,,"hadjinikoliinn.com","http://hadjinikoliinn.com","0","22","http://t.co/go0GOkA714","0","0","26","8","false","471977964","false","false","false","Veliko Turnovo, Bulgaria","24","Hadji Nikoli Inn",,"false","https://pbs.twimg.com/profile_images/1815231243/HadjiNikoliInn_normal.jpg","","5915","https://twitter.com/HadjiNikoliInn","user","https://x.com/HadjiNikoliInn","HadjiNikoliInn","LIVE: William Browder Testifies before Senate Judiciary Hearing Russian Meddling US Election 7/27/17 https://t.co/qqz2D8ANpq","Fri Jul 28 18:35:52 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/31417682/1532706543","Wed Apr 15 14:20:43 +0000 2009","Explore globalization and the connections of our world - with analysis from a public-service magazine published by Yale's MacMillan Center",,,,,,,,,,,"yaleglobal.yale.edu","https://yaleglobal.yale.edu/","0","23","https://t.co/jrjOLsDCsJ","0","1229","3421","755","false","31417682","false","false","false","New Haven, CT","2008","YaleGlobal",,"false","https://pbs.twimg.com/profile_images/1111956749119037440/0o7KAgtE_normal.jpg","","7105","https://twitter.com/YaleGlobal","user","https://x.com/YaleGlobal","YaleGlobal","World is watching: Investigators of US election-meddling eye Trump finances     https://t.co/xEJQN6dSbr","Fri Jul 28 18:25:39 +0000 2017"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/321690767/1646979775","Wed Jun 22 00:05:48 +0000 2011","NYC girl/in a CA #world/Live by the Golden Rule- Always have a dog/Humility & A Smile/Knowing ur own darkness gives you the ability to recognize it in others",,,,,,,,,,,,,,,,"0","9046","163","447","false","321690767","false","false","false","California, USA","588","melissa lieberman",,"false","https://pbs.twimg.com/profile_images/1502168500059602945/WvD9EA3-_normal.jpg","","4788","https://twitter.com/micro1968200","user","https://x.com/micro1968200","micro1968200","@OMW2THEBEACH @latimes He has malignant narcissistic personality disorder....this will escalate as the mueller investigation closes in on him.","Fri Jul 28 23:54:32 +0000 2017"
,,,,,,"false","false",,"Wed Feb 01 16:05:02 +0000 2012","Live by grace and a giving spirit. Kick ass when warranted. Love yourself.",,,,,,,,,,,,,,,,"0","188846","876","2631","false","480525449","false","false","false","","5116","Nic",,"false","https://pbs.twimg.com/profile_images/3608993608/10037ee90cdf784e681008a326b58f2c_normal.png","","88611","https://twitter.com/07lovechild","user","https://x.com/07lovechild","07lovechild","D0J opens investigation of F B I head attorney. Goal: End Mueller.
 https://t.co/Jl6P2ZoQzg @kamalaharris","Fri Jul 28 23:52:19 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/2567767296/1536065484","Sat Jun 14 21:06:23 +0000 2014","Recently retired and politically motivated #resister single Mom of 3 sons, one a Marine vet(Iraq). Grandma of 5 now, 4 of them boys.",,,,,,,,,,,,,,,,"0","215537","1133","939","true","2567767296","false","false","false","New York, NY","22","Debra",,"false","https://pbs.twimg.com/profile_images/1115259789125324800/t-ZpnK6N_normal.jpg","","50734","https://twitter.com/igot4grands","user","https://x.com/igot4grands","igot4grands","@Titou4004 I can't wait for Mueller's investigation to end. 3 more yrs, I'm not able.","Fri Jul 28 23:52:09 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/248932451/1675481349","Tue Feb 08 00:59:23 +0000 2011","1985 Break dance champion. All Valley High.",,,,,,,,,,,,,,,,"0","903","83","143","true","248932451","false","false","false","Texas, USA","49","nathan",,"false","https://pbs.twimg.com/profile_images/1371648263967870977/XTfQhMz3_normal.jpg","","1054","https://twitter.com/nathanial75","user","https://x.com/nathanial75","nathanial75","@gordonkeith Now if we can get Clinton to fire mueller, the email investigation into Russia could move to The Benghazi letters that bannon wrote.#swamp","Fri Jul 28 23:50:22 +0000 2017"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/759601184848031745/1732146195","Sun Jul 31 04:06:49 +0000 2016","UCLA '70 Cranbrook ‘74 ERA/VRA Family, Ukrainian Jewish immigrants. DOJ IRS law 80s. My U.S. WWII Capt. Dad, liberator of Dachau. I shook hands with JFK in ‘59!",,,,,,,,,,,,,,,,"0","209203","10778","6073","true","759601184848031745","false","false","false","☀️🌴 Coachella Valley 🌵","69830","A Woke in the Desert","1392876198494031880","false","https://pbs.twimg.com/profile_images/1327076201844801536/j7ytSVeK_normal.jpg","","184119","https://twitter.com/Desert_yoSemite","user","https://x.com/Desert_yoSemite","Desert_yoSemite","@grantstern @joncoopertweets @Cernovich Is it just wishful thinking on my part or could Mueller actually be a lot further along in the investigation than is widely speculated?","Fri Jul 28 23:48:38 +0000 2017"
,,,,,,"false","true",,"Sun Aug 12 00:52:05 +0000 2012","Nursing school, Fordham U BA South Eastern U MS Air Force Vet, Love animals, NRA, rifles and handguns, and best of all love Jesus. MAGA",,,,,,,,,,,,,,,,"0","125430","2810","4419","true","752182268","false","false","false","Fairfax, VA","22","@carolinaqueens",,"false","https://pbs.twimg.com/profile_images/687258079335985152/dwjFyS3A_normal.jpg","","36551","https://twitter.com/cbab1232001","user","https://x.com/cbab1232001","cbab1232001","Mueller is the real crook along with Comey in this nothing investigation. He was suppose to look into 
Russia not Trump business holdings","Fri Jul 28 23:40:00 +0000 2017"
"https://pbs.twimg.com/profile_images/1785720638516174848/3CidwL8J_bigger.jpg","Detroit Metro Times","https://twitter.com/metrotimes","DeepLink","Badge","BusinessLabel","false","true","https://pbs.twimg.com/profile_banners/587676806/1573242220","Tue May 22 19:15:42 +0000 2012","Steve Neavling is an investigative reporter at Detroit Metro Times & creator of Motor City Muckraker, an independent watchdog news site.",,,,,,,,,,,"metrotimes.com","http://metrotimes.com","0","23","https://t.co/zC5hpsRni5","0","72531","27362","2539","true","587676806","true","false","false","Detroit, MI","5141","Steve Neavling","1838924246615036323","false","https://pbs.twimg.com/profile_images/1405974456477093900/wFBl7fgC_normal.jpg","","39876","https://twitter.com/MCmuckraker","user","https://x.com/MCmuckraker","MCmuckraker","@fikdog we'll see when Mueller wraps up his investigation.","Fri Jul 28 23:38:58 +0000 2017"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/759601184848031745/1732146195","Sun Jul 31 04:06:49 +0000 2016","UCLA '70 Cranbrook ‘74 ERA/VRA Family, Ukrainian Jewish immigrants. DOJ IRS law 80s. My U.S. WWII Capt. Dad, liberator of Dachau. I shook hands with JFK in ‘59!",,,,,,,,,,,,,,,,"0","209203","10778","6073","true","759601184848031745","false","false","false","☀️🌴 Coachella Valley 🌵","69830","A Woke in the Desert","1392876198494031880","false","https://pbs.twimg.com/profile_images/1327076201844801536/j7ytSVeK_normal.jpg","","184119","https://twitter.com/Desert_yoSemite","user","https://x.com/Desert_yoSemite","Desert_yoSemite","@JohnJHarwood @AriMelber Is it just wishful thinking on my part or could Mueller actually be a lot further along in the investigation than is widely speculated?","Fri Jul 28 23:29:12 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/803781162351136770/1500860694","Wed Nov 30 02:02:17 +0000 2016","RN, Democrat, Don't like Bullies! . Anti Trump, can't help it, he needs to go big time! He puts all of our lives in serious danger daily.",,,,,,,,,,,"verizon.net","http://verizon.net","0","23","https://t.co/DoPByiafF7","0","883","94","213","false","803781162351136770","false","false","false","Hudson, Florida 34667","2","Eileen M Casino",,"false","https://pbs.twimg.com/profile_images/888955744615354368/XjZmVRAv_normal.jpg","","734","https://twitter.com/eileen1Rn","user","https://x.com/eileen1Rn","eileen1Rn","New chief of staff, Sessions to homeland security, AG filled with someone who will fire Mueller.Russian investigation over.Thoughts?","Fri Jul 28 23:28:26 +0000 2017"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/308851637/1722438235","Wed Jun 01 03:18:26 +0000 2011","I became an American citizen on Jan 6 1989. From Venezuela I’ve seen Democracy overthrown by fascists. Join me in the fight to defeat American fascism. #BlueDot",,,,,,,,,,,"huffingtonpost.com/Maracucha29","http://huffingtonpost.com/Maracucha29","0","23","https://t.co/wWyXWS8SvZ","0","267260","7470","7407","true","308851637","false","false","false","United States","17485","Ingrid E Baptista #NeverForgetJan6th","1791962340910358884","false","https://pbs.twimg.com/profile_images/1450510417156005896/CHbu_t8W_normal.jpg","","354026","https://twitter.com/Ingridebap","user","https://x.com/Ingridebap","Ingridebap","@rickwtyler @AriMelber @MSNBC So many distractions in so many directions. One thing for certain appointing Gen. Kelly isn't going to stop Mueller's Russia investigation","Fri Jul 28 23:18:57 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/347781439/1729550650","Wed Aug 03 10:29:54 +0000 2011","An integrally-informed and pathologically curious healthcare professional. Combatting disinfo in public health sphere. Passionate amateur photographer.",,,,,,,,,,,"integralanswers.bsky.social","http://integralanswers.bsky.social","0","23","https://t.co/wJmjbuQhom","0","72344","3017","4922","true","347781439","false","false","false","","8832","IntegralAnswers","1412644275980963841","false","https://pbs.twimg.com/profile_images/1862398606709571584/1kQItzQ-_normal.jpg","","67860","https://twitter.com/IntegralAnswers","user","https://x.com/IntegralAnswers","IntegralAnswers","What does Trump have on Kelly, that creates ""insurance"" against the General's future collaboration with Mueller Investigation?","Fri Jul 28 23:18:51 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/3361738504/1500690559","Mon Jul 06 02:14:40 +0000 2015","",,,,,,,,,,,,,,,,"0","1237","154","213","false","3361738504","false","false","false","","176","Jim Bagley",,"false","https://pbs.twimg.com/profile_images/1298428463217508352/yZE_VKOD_normal.jpg","","8843","https://twitter.com/bagley_jim","user","https://x.com/bagley_jim","bagley_jim","@foxnewspolitics @brookefoxnews WH: meet the people who donated to Hillary (including the president) now under investigation by Mueller.","Fri Jul 28 23:17:38 +0000 2017"
,,,,,,"false","true",,"Thu Feb 26 21:05:21 +0000 2009","",,,,,,,,,,,,,,,,"0","90836","321","816","true","22061830","false","false","false","","5449","JAZZ",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","163874","https://twitter.com/redrose196","user","https://x.com/redrose196","redrose196","Something tells me Trump wants Kelly to get info from Mueller's office on the Russian investigation https://t.co/YLcQhK76Mc","Fri Jul 28 23:14:53 +0000 2017"
,,,,,,"false","false",,"Thu Feb 03 04:02:46 +0000 2011","",,,,,,,,,,,,,,,,"0","32844","22","25","false","246624054","false","false","false","","782","S","1279534960689504263","false","https://pbs.twimg.com/profile_images/1597587306998910978/2sN3CKB2_normal.jpg","","9882","https://twitter.com/ShanWow78","user","https://x.com/ShanWow78","ShanWow78","Without the Mueller investigation, this would be a shrewd move. However, if true, he'd be giving up what little political cover he has left! https://t.co/pSfM6ZQutL","Fri Jul 28 22:57:37 +0000 2017"
,,,,,,"false","true",,"Thu Jan 26 23:59:45 +0000 2017","MLB NHL NFL MSNBC UNION MEMBER(UWUA, ret.) #25/45 proponent of diversity opponent of bigotry block haters & bigots. NO DM’s",,,,,,,,,,,,,,,,"0","95234","1251","1165","true","824768822238466048","false","false","false","Ohio","2471","John Sefchik",,"false","https://pbs.twimg.com/profile_images/1857431749829013504/7MPhLeNH_normal.jpg","","150471","https://twitter.com/sefref32","user","https://x.com/sefref32","sefref32","@Impeach_D_Trump @tedlieu @realDonaldTrump We can only hope that this is true. They said Mueller would keep investigation under wraps til he was ready to release info","Fri Jul 28 22:55:27 +0000 2017"
,,,,,,"false","false",,"Mon Mar 22 01:17:54 +0000 2010","",,,,,,,,,,,,,,,,"0","7376","21","27","false","125194163","false","false","false","That depends on the day","3155","Nativegirl",,"false","https://pbs.twimg.com/profile_images/1014640569052614656/kuXLNPPs_normal.jpg","","6807","https://twitter.com/WoodlandNative","user","https://x.com/WoodlandNative","WoodlandNative","@VanityFair @NewYorker I hope that Mueller has started his investigation on this crazies for threaten to off people. For sure a mobster","Fri Jul 28 22:53:08 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/199399954/1591326892","Wed Oct 06 19:31:12 +0000 2010","RIOTING, LOOTING, & MURDERING DO NOT CURE RACISM
FOLLOWED BY @RealJamesWoods, @tedcruz @MarkLevinShow @OrrinHatch @therealroseanne",,,,,,,,,,,"youtube.com/watch?v=o-dW59…","https://www.youtube.com/watch?v=o-dW59Fu1hg","0","23","https://t.co/QhMK089Cgj","0","26668","2802","3493","false","199399954","false","false","false","AT HOME. YOU SHOULD BE, TOO","915","GET TO THE TRUTH",,"false","https://pbs.twimg.com/profile_images/1268739472344186881/IO-5qUGV_normal.jpg","","48353","https://twitter.com/AllOutOfHope","user","https://x.com/AllOutOfHope","AllOutOfHope","@RepMarkMeadows @foxandfriends @Jim_Jordan @RepAndyBiggsAZ @mattgaetz @RepMarkMeadows and the Freedom Caucus Urges Investigation of Comey &amp; Mueller. RETWEET Your Support! https://t.co/zMurhL153s","Fri Jul 28 22:53:05 +0000 2017"
,,,,,,"false","true",,"Fri Oct 14 17:04:02 +0000 2016","A simple man praying
#infantstobe",,,,,,,,,,,,,,,,"0","8098","96","109","false","786975864193822720","false","false","false","Arizona, USA","2208","Simply Jimmy",,"false","https://pbs.twimg.com/profile_images/786984128595972097/23BjTqTM_normal.jpg","","15375","https://twitter.com/simplyjimmy2","user","https://x.com/simplyjimmy2","simplyjimmy2","@bluebayou2888 @CillizzaCNN It's going to go from drip to a bloody mess under investigation #2 a lot quicker than Mueller time.
Reason
Mueller- nothing there
#2-plenty","Fri Jul 28 22:52:12 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/984032060/1673199578","Sun Dec 02 06:25:04 +0000 2012","NFL Cap Guru Covering the 49ers cap I own https://t.co/9pqRIfZqYi & https://t.co/spnuBuxc4Q #49ers #Vikings #NYR #Rockets #NYY #FTTB #BlackLivesMatter #BLM #NeverTrump #StopAllHate","49erscap.com","http://49erscap.com","42","65","https://t.co/9pqRIfZqYi","Vikingscap.com","http://Vikingscap.com","68","91","https://t.co/spnuBuxc4Q","49erscap.com","https://49erscap.com","0","23","https://t.co/hV7oUUWf4L","0","47568","7068","7511","false","984032060","false","false","false","U.S.A.","1787","Jason Hurley/SF=$52,250,397 MIN=$8,362,906","1860809476925702176","false","https://pbs.twimg.com/profile_images/557292513229156352/2CS-g8a5_normal.jpeg","","35497","https://twitter.com/49erscap","user","https://x.com/49erscap","49erscap","@mitchellvii Oh Bill, once Mueller ends his investigation, the #TrumpRussia will be TRUTH, and bye bye to your precious @realDonaldTrump as POTUS","Fri Jul 28 22:50:24 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/831848945580113920/1487171134","Wed Feb 15 12:53:38 +0000 2017","Try not to be a drag.",,,,,,,,,,,"jackaroe.com","https://jackaroe.com","0","23","https://t.co/GzZzP6BA5o","0","84648","539","731","true","831848945580113920","false","false","false","Coruscant","2410","Jack A Roe","1273423529741103104","false","https://pbs.twimg.com/profile_images/1650248837993201665/S0-_F9LA_normal.jpg","","25629","https://twitter.com/JackARoe12","user","https://x.com/JackARoe12","JackARoe12","@lil_sis_nett @TonyFlorentino @BoserHoes @Scaramucci @Reince Well, the leaks will probably stop Mueller's investigation. So I guess the MAGATS are in the clear then, right? HaHaHa 💂💂💂💂💂💂💂","Fri Jul 28 22:49:20 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/863596621/1490409565","Fri Oct 05 19:56:29 +0000 2012","You know it and so do I. “When evil men plot, good men and womenmust plan.",,,,,,,,,,,,,,,,"0","3768","31823","21348","false","863596621","false","false","false","","59999","Republicans R Evil",,"false","https://pbs.twimg.com/profile_images/1369342228020142080/gQ5VbKMG_normal.png","","110385","https://twitter.com/CanProveIt","user","https://x.com/CanProveIt","CanProveIt","A New USA Today Report On Russia Investigation Just Spelled Disaster For Trump https://t.co/SZSxgKPo2R","Fri Jul 28 23:54:26 +0000 2017"
