"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/1582077440/1430867316","Wed Jul 10 03:14:54 +0000 2013","Strongly believe there is more than enough of everything for all to enjoy a comfortable life but when it comes to the NFL, only the Seahawks for me.",,,,,,,,,,,,,,,,,,,,,"0","65724","1458","1101","true","1582077440","false","false","false","the world","1502","CoastingAlong","1313572821256241152","false","https://pbs.twimg.com/profile_images/1507430324258574336/xq8tT5O2_normal.jpg","","83143","https://twitter.com/CoastingAlong49","user","https://x.com/CoastingAlong49","CoastingAlong49","@nottodaysatan17 The hack/interference is, but is an investigation still ongoing about Trump's financial ties to Russia?","Fri Aug 18 22:14:06 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/4813758247/1557233917","Mon Jan 25 20:04:21 +0000 2016","Director of Instruction Tiburon Golf Club. 2021 NE PGA Teacher/Coach of the Year. Instruct/Mentor competitive golfers, State Champs, Player's of the Year",,,,,,,,,,,,,,,,,,,,,"0","21027","995","2116","true","4813758247","false","false","false","","446","Jon Petersen",,"false","https://pbs.twimg.com/profile_images/1250014910349746177/VFhuVCE1_normal.jpg","","7452","https://twitter.com/JP_GolfShop","user","https://x.com/JP_GolfShop","JP_GolfShop","@NathanLerner did u hear the news today Mueller, Trump, Russia, &amp; folks leaving investigation?  Will u rescind all comments if he's cleared?","Fri Aug 18 22:11:00 +0000 2017"
,,,,,,"false","true",,"Fri Aug 18 16:09:35 +0000 2017","Party spoiler. The light of truth. Purpose. Gods work on earth. That is what what i am about.",,,,,,,,,,,,,,,,,,,,,"0","0","2","45","false","898577624858992640","false","false","false","Pennsylvania, USA","0","Skye Penny",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","172","https://twitter.com/globalistvspat1","user","https://x.com/globalistvspat1","globalistvspat1","A bombshell in the Russia investigation comes at the end of Aug 2017! When everyone counts Trump out the wind will start blowing his way!","Fri Aug 18 21:42:19 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/131552659/1496766002","Sat Apr 10 16:26:39 +0000 2010","Climate Deals for @AxiosPro. Bylines: @nytimes @wsj @washingtonpost. Priors: @cheddar @usnews @dnainfo. alan.neuhauser@axios.com. DM for Signal.",,,,,,,,,,,,,,,,"axios.com/authors/aneuha…","https://www.axios.com/authors/aneuhauser","0","23","https://t.co/ORtOWkwT5U","0","18979","3938","2440","true","131552659","false","false","false","Providence, RI","930","Alan Neuhauser","1471940075260887049","false","https://pbs.twimg.com/profile_images/1319847938705756160/h0UCOp6u_normal.jpg","","14626","https://twitter.com/alneuhauser","user","https://x.com/alneuhauser","alneuhauser","Trump's ""trail of bodies"" could come back to haunt him in the Russia investigation https://t.co/Qcvvbj0Xyf https://t.co/xNmkzc4ke1","Fri Aug 18 21:36:00 +0000 2017"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/885570483147681795/1534530449","Thu Jul 13 18:43:51 +0000 2017","“A patriot must always be ready to defend his country against his government.""",,,,,,,,,,,,,,,,,,,,,"0","1069","7","33","false","885570483147681795","false","false","false","Southeast USA","253","steamypileofcovfefe","885573917481611265","false","https://pbs.twimg.com/profile_images/1048688512273268737/-b923PFc_normal.jpg","","3066","https://twitter.com/JazmineJamilia","user","https://x.com/JazmineJamilia","JazmineJamilia","@FoxNews She said she Hoped; just like Trump said He Hoped the Russia Investigation was dropped but when he did he was talking to the Investigator!","Fri Aug 18 21:29:10 +0000 2017"
,,,,,,"false","true",,"Fri Feb 26 19:17:58 +0000 2010","HARRIS /WALZ 2024 !! 
FUK Trump and everyone who supports him.
legally blind and still able to punch Nazis effectively. 😎
Dog and cat lover .  
Grandpa",,,,,,,,,,,,,,,,,,,,,"0","83405","3047","3193","true","117830521","false","false","false","Al","1917","MedicinalDonuts4All","1849193834141659403","false","https://pbs.twimg.com/profile_images/1496736686352519174/o4hC0tbg_normal.jpg","","141964","https://twitter.com/Evilgenius68","user","https://x.com/Evilgenius68","Evilgenius68","@ColMorrisDavis @Patrici97185118 @Morning_Joe Yeah Ole Jerry Here will be folded into the Trump Russia investigation. Of jot already you can get there are some serious crimes committed","Fri Aug 18 21:24:41 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/769625312799883264/1476042006","Sat Aug 27 19:59:08 +0000 2016","Political Junkie, Passion is Good, Insults are NOT, Checking FACTS is Important, Voting 3rd party only helps Trump, VIGILANCE needed",,,,,,,,,,,,,,,,,,,,,"0","38452","258","523","true","769625312799883264","false","false","false","","170","Vicky Mayne",,"false","https://pbs.twimg.com/profile_images/1238213359348170752/onlGhAsw_normal.jpg","","39582","https://twitter.com/VickyMayne4","user","https://x.com/VickyMayne4","VickyMayne4","@thehill Expect more erratic behaviour from Trump as Russia investigation keeps ramping up. We are all in for a rough ride.","Fri Aug 18 21:07:02 +0000 2017"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/44384976/1501474652","Wed Jun 03 15:46:32 +0000 2009","Reader/writer ♥️folklore/myth “Stories teach us empathy They reveal to us ourselves in the skins of others"" J.Simien NOT GOING BACK! RESIST🌈",,,,,,,,,,,,,,,,"post.news/malinablue","https://post.news/malinablue","0","23","https://t.co/Nld1M33EUE","0","184339","54116","57141","true","44384976","false","false","false","Maryland, USA","1130","🌊Cyndia BLUE ""Unstable Genius""","1458861920530976777","false","https://pbs.twimg.com/profile_images/1165332020500881413/TuNRi5Gm_normal.jpg","","152781","https://twitter.com/malinablue","user","https://x.com/malinablue","malinablue","@yashar @ThomasB00001 @daveweigel I bet Mueller is already looking at him as part of the overall Trump/Russia investigation.","Fri Aug 18 20:56:42 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/872499248180469760/1496856203","Wed Jun 07 17:03:25 +0000 2017","",,,,,,,,,,,,,,,,,,,,,"0","23","0","3","false","872499248180469760","false","false","false","","42","RealDealRepublican",,"false","https://pbs.twimg.com/profile_images/873334572548804608/K6U7VIZk_normal.jpg","","881","https://twitter.com/T_rumspringa","user","https://x.com/T_rumspringa","T_rumspringa","@realDonaldTrump and now.... BACK TO THE RUSSIA INVESTIGATION!!!  Trump, Jr. will be swinging for treason year end!

https://t.co/G2jIIk3Mat","Fri Aug 18 20:36:10 +0000 2017"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/229743980/1412682125","Thu Dec 23 06:11:40 +0000 2010","PhD Candidate.
NCAFP Fellow.
ACONA Fellow '23 - '24.
CTBTO '22 - '23.
EVN
Nuclear diplomacy, Nonproliferation, & Arms Control.
Yogi ॐ",,,,,,,,,,,,,,,,"armscontrol.org/act/2024-05/fe…","https://www.armscontrol.org/act/2024-05/features/achieving-success-beyond-final-documents-recommenda","0","23","https://t.co/FkfY5Gh1VI","0","47140","531","517","true","229743980","false","false","false","Houston Texas","253","Ian Fleming Zhou","795964030678691842","false","https://pbs.twimg.com/profile_images/1809703171759173637/ZROxQ9Wr_normal.jpg","","12758","https://twitter.com/IanFlemingVIP","user","https://x.com/IanFlemingVIP","IanFlemingVIP","Trump/Russia investigation is still going on in the background...","Fri Aug 18 20:27:30 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/4255913897/1499341502","Mon Nov 23 08:27:50 +0000 2015","Information Pimp......Methods Archaeologists....Fortune and Glory, kid...Fortune and Glory.......",,,,,,,,,,,,,,,,,,,,,"0","2","9","17","false","4255913897","false","false","false","","5","Mark Dough",,"false","https://pbs.twimg.com/profile_images/894951847856754690/nqgGg7vK_normal.jpg","","33","https://twitter.com/MrMarkDough","user","https://x.com/MrMarkDough","MrMarkDough","@Tee_S_Junior Mueller's investigation will be the end of the story for me.","Fri Aug 18 23:57:14 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/708168355488731136/1498390138","Fri Mar 11 05:51:07 +0000 2016","#SHADOWBANNED
Follow me for news FаkeStreamMedia wont cover!",,,,,,,,,,,,,,,,"example.com","http://example.com","0","23","https://t.co/rBxm9ay6ID","0","31133","4595","5042","false","708168355488731136","false","false","false","127.0.0.1","4208","❌nuuzfeed","883626716257697792","false","https://pbs.twimg.com/profile_images/878923565868785665/A5Fd5QJE_normal.jpg","","180653","https://twitter.com/nuuzfeed","user","https://x.com/nuuzfeed","nuuzfeed","'Turns Out Mueller’s Investigation May Not Last Very Long!'-Truthfeed https://t.co/CxvJMeWM5I","Fri Aug 18 23:53:32 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/780779953948233729/1496610985","Tue Sep 27 14:43:42 +0000 2016","Just wanna #MAGA🐸",,,,,,,,,,,,,,,,"is.gd/ixooooo","https://is.gd/ixooooo","0","23","https://t.co/CUen2irwhs","0","154","1871","2002","false","780779953948233729","false","false","false","Here","15","i0xoo sara 🐸",,"false","https://pbs.twimg.com/profile_images/780816675750891521/M6CkhSjx_normal.jpg","","37380","https://twitter.com/i0xooo","user","https://x.com/i0xooo","i0xooo","Truthfeed: ""Turns Out Mueller’s Investigation May Not Last Very Long!"" https://t.co/N0RgmQWsow","Fri Aug 18 23:52:44 +0000 2017"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/32541171/1500561288","Fri Apr 17 19:48:59 +0000 2009","Just a regular guy who grew up in a small town and is a true patriot #MAGA #TrumpTrain #AmericaFirst",,,,,,,,,,,,,,,,,,,,,"0","90","302","881","true","32541171","false","false","false","Florida","1424","Gordon Miller",,"false","https://pbs.twimg.com/profile_images/769621913538789377/xEEMvtW9_normal.jpg","","47965","https://twitter.com/gmil1959","user","https://x.com/gmil1959","gmil1959","https://t.co/bejNkdGb3I Turns Out Mueller’s Investigation May Not Last Very Long!","Fri Aug 18 23:52:20 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/449901857/1720911404","Thu Dec 29 16:47:32 +0000 2011","Clowns to the left of me, Jokers to the right, here I am stuck in the middle with you. 
I'm not going to get verified. 
Retired Army",,,,,,,,,,,,,,,,,,,,,"0","12475","15017","13668","false","449901857","false","false","false","United States 🇺🇸 ","7746","jwaxsom","1688046646137901056","false","https://pbs.twimg.com/profile_images/1747595315232837632/2wEVEvsG_normal.jpg","","132638","https://twitter.com/JWAxsom","user","https://x.com/JWAxsom","JWAxsom","Via https://t.co/vi8MDWLIw9 Turns Out Mueller’s Investigation May Not Last Very Long! https://t.co/9GDQkQ9E5M","Fri Aug 18 23:51:32 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/47498097/1605016514","Tue Jun 16 01:00:29 +0000 2009","PROUD CONSERVATIVE & Staunch supporter of liberty and justice for ALL!!!!",,,,,,,,,,,,,,,,,,,,,"0","755","1196","992","true","47498097","false","false","false","USA","817","Patriot on Point","652821619744854016","false","https://pbs.twimg.com/profile_images/1326161496573960197/bkfRmqaQ_normal.jpg","","28648","https://twitter.com/Patriot_on_Pt","user","https://x.com/Patriot_on_Pt","Patriot_on_Pt","Turns Out Mueller’s Investigation May Not Last Very Long! https://t.co/DM9eyLSmPp via @truthfeednews","Fri Aug 18 23:50:03 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/706565919913345024/1513166568","Sun Mar 06 19:43:37 +0000 2016","Denver Broncos, Denver Nuggets, Colorado Avalanche, SA Spurs, EPL and Borussia Dortmund",,,,,,,,,,,,,,,,,,,,,"0","16763","773","1420","false","706565919913345024","false","false","false","Fort Collins, CO","260","Dan W",,"false","https://pbs.twimg.com/profile_images/906775448868208641/RSSSyXZH_normal.jpg","","8109","https://twitter.com/DanW_CO88","user","https://x.com/DanW_CO88","DanW_CO88","@Jesse0135 @ChadDadTen @craigrethman1 @GhastlyMadison @jillian_snyman @charliekirk11 @TomiLahren I didn't realize Mueller finished his investigation and told us that after all that time there is nothing to see","Fri Aug 18 23:48:26 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/2940557482/1550229408","Thu Dec 25 09:25:35 +0000 2014","https://t.co/GvqacYLwpE (https://t.co/LkX8tGD8is) US & World News, Breaking News & more 🚨HIGHLIGHTED🚨--not endorsed. NASA public domain image. https://t.co/iuAdLEcDYk 👈","CARDINAL.NEWS","http://CARDINAL.NEWS","0","23","https://t.co/GvqacYLwpE","360mediax.com","http://360mediax.com","25","48","https://t.co/LkX8tGD8is","Arlingtoncardinal.com/newsroll","http://Arlingtoncardinal.com/newsroll","143","166","https://t.co/iuAdLEcDYk","360mediascanner.com","http://www.360mediascanner.com","0","23","https://t.co/ObwdXyuc3M","0","3","248","66","true","2940557482","false","false","false","Chicago, IL","354","360MediaX",,"false","https://pbs.twimg.com/profile_images/1305809898924630022/c6jDJknR_normal.jpg","","281114","https://twitter.com/360mediaX","user","https://x.com/360mediaX","360mediaX","Mueller's Russia probe: Nothing is unrelated at this point: In an investigation such as… https://t.co/rxWnywnZei","Fri Aug 18 23:46:12 +0000 2017"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/1537381039/1488215679","Fri Jun 21 21:18:30 +0000 2013","Just a HAM who gives a DAMN 🐷 #bluewave #theresistence #FBRparty #voteblue #nevertrump",,,,,,,,,,,,,,,,"areyousorryyet.com","http://areyousorryyet.com","0","23","https://t.co/bzR6fCukaj","0","1021","1271","1605","true","1537381039","false","false","false","The Ham, MA","272","Angry Ham","1317482243280035843","false","https://pbs.twimg.com/profile_images/1059229166401404928/YkSpM8UP_normal.jpg","","20374","https://twitter.com/the_angry_ham","user","https://x.com/the_angry_ham","the_angry_ham","@dark_wisdom_ @DonaldJTrumpJr This is trump for ""pay no attention to my Mueller investigation""","Fri Aug 18 23:44:58 +0000 2017"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/445406535/1503028072","Sat Dec 24 10:57:49 +0000 2011","Retired Commodity Manager, God Chaser, In Pursuit of Justice",,,,,,,,,,,,,,,,,,,,,"0","43234","708","757","true","445406535","false","false","false","","2119","Debra Dorris",,"false","https://pbs.twimg.com/profile_images/898390960102440960/WRi1WNQ5_normal.jpg","","203890","https://twitter.com/praze2him","user","https://x.com/praze2him","praze2him","@PreetBharara Bannon needs to remember he is still under investigation by Mueller's team.","Fri Aug 18 23:39:55 +0000 2017"
,,,,,,"false","false",,"Wed Aug 15 16:07:18 +0000 2012","",,,,,,,,,,,,,,,,,,,,,"0","985","46","124","false","759656018","false","false","false","New York, USA","12","sylvia brito",,"false","https://pbs.twimg.com/profile_images/898772068866699264/oYFUhVJf_normal.jpg","","741","https://twitter.com/golachi1965","user","https://x.com/golachi1965","golachi1965","@hotglueNglitter @VKennah @sdaye411 @fligurl @AFCMSgt1SgtMTI @funder Do yall think trump is just trying to distract us from the mueller investigation. Man this is madness he has got to GO!!!","Fri Aug 18 23:37:51 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/706626538616193024/1462017594","Sun Mar 06 23:44:30 +0000 2016","Educated in Computers",,,,,,,,,,,,,,,,,,,,,"0","1768","130","607","false","706626538616193024","false","false","false","","1","Richard Downs",,"false","https://pbs.twimg.com/profile_images/726380847440371712/Axtz7IWB_normal.jpg","","17595","https://twitter.com/downs_niddsjohn","user","https://x.com/downs_niddsjohn","downs_niddsjohn","@NBCLeftField @MSNBC Many have not made it, but those who have are main stream Racist &amp; part of the Russia Investigation &amp; are being look at very hard by Mueller","Fri Aug 18 23:37:32 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/2501678952/1400340796","Sat May 17 14:25:23 +0000 2014","Open, Kinky, Lovely, Blogger",,,,,,,,,,,,,,,,"news.goshare.tk","http://news.goshare.tk","0","23","https://t.co/v0EcwNcABA","0","3","718","267","false","2501678952","false","false","false","Asian","30286","Donna Yanna",,"false","https://pbs.twimg.com/profile_images/467687399825219584/LERI0Cim_normal.jpeg","","108234","https://twitter.com/donnayanna88","user","https://x.com/donnayanna88","donnayanna88","Trump Will Resign Before Mueller Finishes Investigation, ‘Art of the Deal’ Writer Says https://t.co/vbjTgoCH3W https://t.co/jzjuO4Fqef","Fri Aug 18 23:35:06 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/16870891/1513481011","Mon Oct 20 17:37:23 +0000 2008","",,,,,,,,,,,,,,,,"twitter.com/Parker101","https://twitter.com/Parker101","0","22","http://t.co/EtHYyPWm31","0","17801","327","2699","true","16870891","false","false","false","","239","Sharjonmil","844022366833467392","false","https://pbs.twimg.com/profile_images/942406364223148032/30lvkxVO_normal.jpg","","20042","https://twitter.com/SharjohnsonMil","user","https://x.com/SharjohnsonMil","SharjohnsonMil","Robert Mueller adds Donald Trump Jr. to those in the focus of his investigation https://t.co/8Yg5q64pz8","Fri Aug 18 23:34:48 +0000 2017"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/2308865377/1480287296","Fri Jan 24 19:34:46 +0000 2014","Animal activist🇨🇭 in FL,❤️my cat #Prochoice 
#SaveACA #BLM  #ALM #SaveUSPS
#Trumpisacriminal #SenateconvictTrump
#Biden/Harris2020",,,,,,,,,,,,,,,,,,,,,"0","57186","1250","1371","true","2308865377","false","false","false","Florida, USA","2177","Misha Meier 🌊🌊🌊😷🐾🐾🐾","1186388027356176384","false","https://pbs.twimg.com/profile_images/764159860082610176/YlO3OCMn_normal.jpg","","90617","https://twitter.com/mishachfl","user","https://x.com/mishachfl","mishachfl","@VP will be going down with Trump when Mueller is finished with his investigation. https://t.co/F9RojtkRKo","Fri Aug 18 23:32:38 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/28574892/1730879034","Fri Apr 03 14:37:31 +0000 2009","Proud daughter of WWII veteran; mom of 2 adult daughters who are making a difference in the lives of others; crazy cat lady.",,,,,,,,,,,,,,,,,,,,,"0","1003361","15297","16617","true","28574892","false","false","false","Illinois","5769","PatriotDaughter","1720132245363597361","false","https://pbs.twimg.com/profile_images/1854312938552619014/QXC4x1A8_normal.jpg","","695429","https://twitter.com/Cubfan13241","user","https://x.com/Cubfan13241","Cubfan13241","@nerdgirldv @RyanQuadri @thehill Mueller and his crew are fully immersed in the investigation. They will not be distracted.","Fri Aug 18 23:28:47 +0000 2017"
,,,,,,"false","false",,"Sun Jun 21 00:29:29 +0000 2009","Lorraine Kirk Ph.D. Cult. Anthropology; Africa; Bernie Sanders; Cult. change; Communication; Language; Cognition; Tai chi; Dance; Video; 6 yrs Africa & Brazil",,,,,,,,,,,,,,,,"twitter.com/taichinow","https://www.twitter.com/taichinow","0","23","https://t.co/AA5nmxxCKV","0","99","1120","2604","true","49172121","false","false","false","Boulder, Colorado","4310","taichinow",,"false","https://pbs.twimg.com/profile_images/908845937186836480/GLs6hJSQ_normal.jpg","","189867","https://twitter.com/taichinow","user","https://x.com/taichinow","taichinow","Trump Will Resign Before Mueller Finishes Investigation, 'Art of the Deal' Writer Says @alternet https://t.co/zUa5926JbQ","Fri Aug 18 23:24:58 +0000 2017"
