author/fastFollowersCount,favourites_count,followers_count,author/following,name,uid,listed_count,author/userName,content,createdb,favoritecount,viewCount,retweetcount,replycount,quoteCount,bookmarkCount,media,avatar,init_att
0,68584,90,56,Karen Gerold,805596949877583873,222,KarenGerold1,"@kylenabecker @OversightAdmn Trump was still president 1/06/2021. It was HIS administration that screwed up. ""Antifa"", democrat supporters, anti-Trumpers, and similarly minded people stayed away from DC that day. The warnings NOT to go were all over Twitter for days ahead of Jan 6th.",2024/11/22 19:10:20,0,2.0,0,0,0,0,,,0.0
0,13801,163,200,Kristin Ali,1823080050297819137,5726,alikristin76,"@kylenabecker She's in a straight jacket saying, ""Donald Trump,"" all day every day.",2024/11/22 19:06:19,1,10.0,0,0,0,0,,,0.2
0,4626,606,1419,Trouble,806231795062685696,8211,Mike_Trouble13,@kylenabecker Anyone expecting Congress to assist Trump has not been paying attention,2024/11/22 19:03:57,0,74.0,0,0,0,0,,,0.0
0,172,9,38,CATHY BOURG,1853155773003563008,151,CATHYBOURG91474,@kylenabecker @DefiyantlyFree Yesh! Kash Patel is the perfect Trump pick.,2024/11/22 19:00:19,0,3.0,0,0,0,0,,,1.0
0,18432,353,659,Joe the former Tweet,1579875128837607427,9892,JoeTwee61865322,@kylenabecker @OversightAdmn Trump’s insurrection,2024/11/22 18:58:26,0,3.0,0,0,0,0,,,0.0
0,21903,498,120,Albert LeMay,1774831986030350336,2482,AlbertLema62031,@kylenabecker @OversightAdmn Come on they needed it to happen to get Trump,2024/11/22 18:39:09,1,4.0,0,0,0,0,,,0.0
0,20567,847,1717,CosmoCat🇺🇲25,1797369994923085824,3303,Lilbutt4trump,@kylenabecker She's still giving speeches about growing up as a middle class kid.,2024/11/22 18:15:57,2,50.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1797369994923085824/1723643434,0.0
0,58,116,165,Bill p,1518713353098641408,4177,1gang14,"@kylenabecker the trump doj and irs need to go through the judges and his daughters emails text , messages and financials.  and charge accordingly.",2024/11/22 17:48:17,2,16.0,0,0,0,0,,,0.0
0,26549,9085,6197,Burning Bunny,1743688862902468608,27254,Fedsurrection20,"@kylenabecker @OversightAdmn Great work. We all knew it. Now it's confirmed. And, what will happen as a result? Well, I guess we will see as trump comes in. I want long prison terms to set examples. Like what they were going to go to him. 
This is kryptonite for the deep state. https://t.co/45p2xB8Tpy",2024/11/22 17:40:36,40,498.0,15,2,1,2,https://pbs.twimg.com/ext_tw_video_thumb/1860015489122250752/pu/img/MiwlNjD3pU14gmNc.jpg,https://pbs.twimg.com/profile_banners/1743688862902468608/1704567927,0.2875
0,417,192,88,Robert,1729477681,7339,libenterdiscere,"@kylenabecker @OversightAdmn This Report can be filed in the ever growing group under ""We did not think we would have to deal with Trump ever again.""",2024/11/22 17:29:58,0,16.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1729477681/1706763487,0.0
0,199032,765,635,Cheryl B,464489047,52434,Cheryl707,@kylenabecker @OversightAdmn We know why. They wanted it to be catastrophic so they could get rid of Trump as a political threat once and for all. They wanted to destroy the MAGA movement and demoralize Trump supporters.,2024/11/22 17:29:40,1,7.0,0,0,0,0,,,0.1
0,19685,1128,240,JedLogic,1583544046672388096,40864,slaughter_ford,@kylenabecker She might be at Willie's club.  Trump's about to get a 'no tax' on tips bill through.,2024/11/22 17:20:29,4,29.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1583544046672388096/1681226486,0.0
0,9038,452,643,Kathy702,1359608670665908224,15866,2Mckat17,@kylenabecker trying to meet with Trump for a spot in his cabinet even if she has to get her knees dirty. again.,2024/11/22 17:16:51,0,10.0,0,0,0,0,,,0.6
0,258543,10381,9811,Deegert,1518716295172313089,31675,deegert_debbie,@kylenabecker She has shaved her head on the insistence of PRESIDENT Trump! Interviewing for The View https://t.co/y4KrLEvwpv,2024/11/22 17:15:20,16,311.0,0,0,0,0,https://pbs.twimg.com/media/GdAUcCvWoAAFtmD.jpg,https://pbs.twimg.com/profile_banners/1518716295172313089/1724005698,0.0
0,108799,23141,17292,"Writer, CR HIATT⭐⭐⭐",106572442,288826,CR_HIATT,@kylenabecker She's in Hawaii doing the Trump dance.,2024/11/22 17:04:39,7,46.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/106572442/1705774923,0.0
0,31,1,0,Tom Lenfestey,1803913648852627456,155,TLenfestey20230,"@kylenabecker In the next 4 years, the country will be in shambles due to 2 things....climate change and Trump.",2024/11/22 17:03:49,0,5.0,0,0,0,0,,,0.0625
0,2901,241,247,Craig,1619853646337826817,18824,cliff_craig17,"@kylenabecker Trump should have made her his AG lol 
Make her have to do his bidding for 4 years.",2024/11/22 17:01:43,2,34.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1619853646337826817/1708710295,0.8
0,227326,8883,1088,Simon Unleashed,1192561768574472192,46095,SimonSaysKnow,"@kylenabecker 1) Who is the victim in the Trump hush money case? There are none. 

2) What is the underlying ""crime"" allegedly committed in the ""conspiracy""? There isn’t one. 

3) Has anyone else been sentenced in such a case? Nope. 

4) If the defendant was not Donald Trump, would this have",2024/11/22 16:58:42,1,33.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1192561768574472192/1733178155,0.0583333333333333
0,5787,506,174,Jennifer Harashack,149282413,35759,OngLengImm,@kylenabecker Weaponized and corrupt justices are trying to sabotage Trump’s presidency,2024/11/22 16:55:06,1,70.0,0,0,0,0,,,0.5
0,3515,295,0,ar chroi (I am Inmate No. P01135809),795055001450188800,84174,Ar_Chroi,"@kylenabecker I want an explanation of Raffersperger's press conference at 10:30pm Nov 4 whereby he said Trump's lead was insurmountable, even though Fulton, Dekalb, Cobb, and Gwinnett counties (by far the largest pop centers in GA) were only 60% reporting?",2024/11/22 16:51:39,0,26.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/795055001450188800/1539531091,0.05
0,359,106,16,Joan Banks,1594529472509771777,483,reallyjoni,"@kylenabecker Before I read the Radical Plan link …
This new  sentencing  event  including  an  “invitation  to  request  a  dismissal“  seems  like  a  reaction  to  the  fact  that Trump has  chosen  another  Attorney  General  candidate  that  will  continue  the  fight  for  Trump!",2024/11/22 16:48:17,0,18.0,0,0,0,0,,,0.0994318181818181
0,5093,52,134,Cyndi Johnson,1438555608089862148,427,CyndiJo70502188,@kylenabecker @OversightAdmn Hmmm Trump was right again!,2024/11/22 16:48:12,0,2.0,0,0,0,0,,,0.3571428571428571
0,14374,61,89,Jason Baugher,866980640,2175,JasonRBaugher,"@kylenabecker @OversightAdmn 2 reasons: Congressional members were never truly in danger, because the violence was coming from ABC-agency plants, and also because they needed time for those plants to whip up an angry mob to make Trump look at bad as possible.",2024/11/22 16:46:44,0,19.0,0,0,0,0,,,0.3999999999999999
0,8038,96,109,Dorcas,1821051502179516416,1556,Dorcas166277051,"@kylenabecker That corrupt piece of 💩Merchan needs to be in prison.  He took millions in bribes from Democrats to convict Trump of a fake crime.  Why aren't Republican lawyers going after this blatant corrupt ""judge""?   Why are they letting Merchan get away with such illegal behavior?  WHY??",2024/11/22 16:45:25,20,723.0,3,3,1,0,,https://pbs.twimg.com/profile_banners/1821051502179516416/1727713592,0.4166666666666667
0,494,2156,3158,AOC Parody,1114950517111906307,31735,ParodyAoc,"@kylenabecker This is an unprecedented &amp; bizarre legal theory: that Trump’s payment to Stormy was aCtUaLLy a “campaign contribution” from Trump to the Trump campaign and then the Trump campaign used that money to pay Stormy. So if you do that, squint really hard &amp; view that payment as a",2024/11/22 16:45:18,3,50.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1114950517111906307/1583038386,0.1816666666666666
0,54339,611,1424,PolitiKosta,17172736,13773,Denverkosta,"@kylenabecker Let's say the trump paid Stormy off with campaign funds like the prosecutor said he should have, this same prosecutor would charge  trump for violating campaign finance laws.",2024/11/22 16:44:42,1,25.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/17172736/1730666328,0.0
0,3362,281,217,Heather,1809355388980195328,4472,MAGA4ALL1776,@kylenabecker Trump is the victim. The American people are also the victim with the lies that have erupted due to this miss yousif our justice system,2024/11/22 16:42:21,0,33.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1809355388980195328/1720219145,0.06875
0,398294,628452,2795,Kyle Becker,321954654,121799,kylenabecker,"Just a few questions:

1) Who is the victim in the Trump hush money case?
2) What is the underlying ""crime"" allegedly committed in the ""conspiracy""?
3) Has anyone else been sentenced in such a case? 
4) If the defendant was not Donald Trump, would this have even gone to trial?",2024/11/22 16:40:25,121,5916.0,16,4,0,3,,https://pbs.twimg.com/profile_banners/321954654/1668045045,0.09375
0,15962,3145,2481,SovrnInsurgent,1519315298335301634,19469,SovrnInsurgent,@kylenabecker Raffensperger's come a long ways from shredding Trump ballots and certifying stolen elections.,2024/11/22 16:40:07,1,78.0,0,1,0,0,,https://pbs.twimg.com/profile_banners/1519315298335301634/1733064237,0.05
0,801,20,25,bumbum52@icloud.com,1014614132849602560,152,bumbum52icloud1,"@kylenabecker @OversightAdmn Nancy Pelosi had nothing to lose, putting Trump in a bad light typical Democratic higher up, move.  Now everyone realizes the deep state drain the swamp is over and we’re on high ground now ready to make America great again.🇺🇸🙏",2024/11/22 16:36:12,0,21.0,0,0,0,0,,,0.1179166666666667
0,398294,628452,2795,Kyle Becker,321954654,121799,kylenabecker,"It is still a marvel to me that Judge Merchan did not recuse himself over his daughter fundraising off the case. 

This case should never have been brought. If the defendant was someone other than Donald Trump, it would not have gone to trial. 

The only reason it has not been",2024/11/22 16:31:29,137,6582.0,25,10,0,3,,https://pbs.twimg.com/profile_banners/321954654/1668045045,0.0625
0,9688,220,40,Michael Alexakis,1450967823925198848,19137,MichaelAlexaki1,"@kylenabecker Hahaha The Judge is letting Trump's attorney's write a motion, hardly ""Breaking News""...",2024/11/22 16:21:08,0,485.0,0,0,0,1,,,0.0458333333333333
0,1037,61,104,*Emily,2200623791,748,Emily19860000,@kylenabecker Thank God for President Trump.,2024/11/22 16:18:43,1,61.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/2200623791/1731475820,0.0
0,18070,1636,194,Gary Carpenter,24379968,15751,CofSnz,@kylenabecker @OversightAdmn The lies are coming out. Trump was being set up to take the fall. He did everything right. It was Pelosi who is at the heart of the Jan 6th protest turned into a riot. She colluded with both Department of Justice and Dept of Defense to turn a peaceful protest into a riot that,2024/11/22 16:13:39,1,26.0,1,0,0,0,,https://pbs.twimg.com/profile_banners/24379968/1651004717,0.2678571428571428
0,545,297,183,Kevin Renaud,1732967392647536640,2047,Alkemi42,"@kylenabecker @DefiyantlyFree I have never been a huge believer of uniparty bs, I consider it the political version of flat earth. BUT...with each day that passes the uniparty theory is the only possible answer to the deranged stupidity of Trump, and his horrifc betrayal of Americans. WE HAVE BEEN BETRAYED!",2024/11/22 16:13:36,0,11.0,0,0,0,0,,,0.0624999999999999
0,7237,950,1083,Scott_trump🇺🇸🇷🇺,1216810009893490688,8645,scott_47trump,@kylenabecker Unfortunately 20% or less people turnout primary that why RINO keep getting elected if more people get involved primary and start electing Americans first candidate we would have representation,2024/11/22 16:12:59,0,19.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1216810009893490688/1720924562,0.1472222222222222
0,4966,764,57,Sam Glazer,1519796979752087552,5486,SamGlazer,"@kylenabecker Must be disbarred, pay Trump and society back for the harm he has caused through election interference from his personal assets, and community service until he feels true remorse.",2024/11/22 16:12:07,89,2682.0,9,1,0,0,,,0.1166666666666666
0,45421,6547,6658,Billy Smith,1546844706969116672,47459,BillyBlueEyes13,@kylenabecker @DogRightGirl Trump should bury him when this joke of a case is over!,2024/11/22 16:10:09,7,394.0,2,0,0,0,,,0.0
0,15210,401,279,Dav Bright,1295456490325782529,25176,Dav90281897,"@kylenabecker He didn't ""allow"" Trump to appeal.  That is part of the law and they can't stop him from doing so.  My god.",2024/11/22 16:08:09,5,186.0,0,0,0,0,,,0.0
0,44071,1194,769,DeplorableMom,2370408858,44416,etexasmother,"@kylenabecker President Trump has had the wisdom to identify the problems and the people. It will take an act of God to get both of them out and keep them out of power. They’ve destroyed our health, our children, our schools, our infrastructure, our food and water, our medical system, our",2024/11/22 16:06:58,0,24.0,0,0,0,0,,,0.0
0,39121,793,1788,Evan Refo,1597035719385563136,11704,EvanRefo,"@kylenabecker Don't forget coalitioning with @LPNational.

Most of us voted Trump this time because he came to speak to us and made sufficient promises.",2024/11/22 16:06:05,0,12.0,0,0,0,0,,,0.5
0,6588,854,4807,Elon Musk (Parody),1854479441512022022,3799,ElonMusk100PD,"@kylenabecker Waiting for primaries to get anything done will cost the admin at least a year. A year of nothing getting done means the momentum from the campaign and any semblance of a ""mandate"" will be gone. Trump will either need to sack up &amp; go unilateral, or his agenda is dead in the water",2024/11/22 16:03:21,0,25.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1854479441512022022/1731156974,0.3333333333333333
0,975224,135458,45410,JKash 🍊MAGA Queen,390127278,283868,JKash000,@kylenabecker Merchan is in up to his neck in HOT Trump quicksand!!!,2024/11/22 15:59:10,2,166.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/390127278/1692925639,0.48828125
0,25119,389,606,HTX Patriot,1465530777924472834,10461,htxphoto2019,"@kylenabecker @OversightAdmn J6 was a diversion because they knew the election was fraudulent.  They regret it now, because the 4 years since have awakened the masses and Trump's return will make for the most effective administration in the history of our great nation.  #trump4mtrushmore",2024/11/22 15:57:33,0,15.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1465530777924472834/1727565916,0.6333333333333334
0,547,44,142,Kringl,1824878472767967232,499,ProBonoReplyGuy,"@kylenabecker Waiting for primaries to get anything done will cost the admin at least a year. A year of nothing getting done means the momentum from the campaign and any semblance of a ""mandate"" will be gone. Trump will either need to sack up &amp; go unilateral, or his agenda is dead in the water",2024/11/22 15:51:12,0,45.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1824878472767967232/1724627431,0.3333333333333333
0,20807,271,754,Boe Jiden (aka Robert L. Peters),1439731007469412355,19897,UyghursLM,"@kylenabecker We can’t wait to primary these traitors out!  There were senate elections stolen that need to be addressed today by the Trump RNC and they won’t even discuss them!  

Hopefully they are doing shit we don’t see but this treachery cannot stand!",2024/11/22 15:48:54,0,20.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1439731007469412355/1731517781,0.1875
0,7995,14121,5642,Stop Socialist Tyranny,1822946254659207169,89539,endlibtyranny,"@kylenabecker @DanScavino Looks like the Deep State's latest attempt to take down Trump has failed! Dan Scavino just confirmed that Mike Rogers going to the FBI is NOT HAPPENING. 

President Trump himself said he's never even given it a thought. These swamp creatures need to stop trying to undermine our",2024/11/22 15:48:41,2,35.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1822946254659207169/1731512589,0.0238888888888888
