"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/951755716301410306/1518570482","Fri Jan 12 10:00:20 +0000 2018","IN LOVE WITH MY DAUGHTERS, MY G-CHILDREN, MY HEART BEATS! LOVE MY FURRY BFFz. INFINITY ... SUPER-NOVA STYLE:)). PEACE !",,,,,,,,,,,,,,,,,,,,,"0","3365","390","413","true","951755716301410306","false","false","false","Denmark Wisc","452","hippy chik 54","1428688531220742145","false","https://pbs.twimg.com/profile_images/1132517965168041984/0aAYwjAP_normal.jpg","","8150","https://twitter.com/53Hippy","user","https://x.com/53Hippy","53Hippy","No Trump Appointment Until the Russia Investigation Is Complete  https://t.co/2rXsPMdtCw @moveon","Tue Sep 11 22:12:54 +0000 2018"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/2953964333/1646502845","Wed Dec 31 23:47:01 +0000 2014","All the quality reply guys are at bsky . app .

markmorto . bsky . social",,,,,,,,,,,,,,,,,,,,,"0","38525","772","1866","false","2953964333","false","false","false","By the border w/the good tacos","1354","Well travelled 🎭 still Learning 🇺🇦","1256646106097651712","false","https://pbs.twimg.com/profile_images/1857878917346111494/Ldmv6d4Y_normal.jpg","","18017","https://twitter.com/markmorto","user","https://x.com/markmorto","markmorto","Notice how everyone that's part of Trump's team and involved with the Russia investigation are all growing beards all of a sudden? It's almost like they're changing their look to make a run for it or something.","Tue Sep 11 21:59:39 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/226691191/1349276020","Tue Dec 14 20:39:47 +0000 2010","Trump News On The Edge Of Eternity | From the home of HNG #hng #nwo #ww3 #xyz https://t.co/PtnB3Fxuor","earthcentral.org","http://earthcentral.org","78","101","https://t.co/PtnB3Fxuor",,,,,,,,,,,"facebook.com/EarthCentraliC…","https://www.facebook.com/EarthCentraliCom","0","23","https://t.co/WXN21QfIAD","0","1","575","8","false","226691191","false","false","false","England","52268","Trip Trundle","891949562411331584","false","https://pbs.twimg.com/profile_images/458648691469856768/sRa-Kgsn_normal.jpeg","","227555","https://twitter.com/TripTrundle","user","https://x.com/TripTrundle","TripTrundle","Donald Trump Jr. says he's not afraid of going to jail in Russia investigation https://t.co/fb04ATUW0C https://t.co/WB3tNjCs2O","Tue Sep 11 21:44:56 +0000 2018"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/1231579308/1539029009","Fri Mar 01 21:42:08 +0000 2013","Patriotic female, hard worker, Convention of States Supporter, Independent Journalist",,,,,,,,,,,,,,,,,,,,,"0","6925","209","679","true","1231579308","false","false","false","Florida, USA","256","Linda DeBree 🛡️",,"false","https://pbs.twimg.com/profile_images/783649932536344576/PsJeDcsc_normal.jpg","","4715","https://twitter.com/LindaDeBree","user","https://x.com/LindaDeBree","LindaDeBree","@DenaKin57990472 @RepMarkMeadows Yet all those charges, not one thing to do with Trump or Russia.  Just finance charges and entrapment.  Oh boy.  We really needed a multi-million dollar investigation and special counsel for that.","Tue Sep 11 21:37:12 +0000 2018"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/48603879/1574274410","Fri Jun 19 04:04:55 +0000 2009","Program Manager, @sponsorship_hub // Just your friendly pracademic working at the intersection of policy, practice, and research. // Views expressed are my own.",,,,,,,,,,,,,,,,,,,,,"0","11771","602","1798","true","48603879","false","false","false","Brooklyn & DC | NC native","307","Aubrey Grant",,"false","https://pbs.twimg.com/profile_images/1240355287611179008/xep-Cy-z_normal.jpg","","3269","https://twitter.com/AubreyLeigh86","user","https://x.com/AubreyLeigh86","AubreyLeigh86","When asked about the #Mueller  #investigation by @NicolleDWallace Mile Rodgers testily reponds that the #investigation fulfills an important role in/for the public right now. #haydensecrets @ScharSchool @mvhaydencenter @GeorgeMasonU","Tue Sep 11 23:59:38 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/848599855740137473/1537328179","Sun Apr 02 18:15:46 +0000 2017","Solid #CONSERVATIVE, #GOD, #GUNS, #COUNTRY, #POTUS, #WALKAWAY, #HIMTOO, #GetOutOfOurHouse, #MAGA, #NRA, #TRUMP, #MedicalMarijuana, #Freedom, #FLOTUS, #VETERAN",,,,,,,,,,,,,,,,,,,,,"0","1147","1032","1269","false","848599855740137473","false","false","false","OKLAHOMA ","1612","Charles",,"false","https://pbs.twimg.com/profile_images/1042255419576606720/W2CpUP7C_normal.jpg","","5277","https://twitter.com/CA4552","user","https://x.com/CA4552","CA4552","TIC TOC.......

IT'S COMING......AND I CAN'T WAIT...

DEMS ARE GOING TO: EAT SHIT

DiGenova Predicts That the Mueller Investigation Is Coming to End https://t.co/30MNWHgLft via @YouTube","Tue Sep 11 23:59:38 +0000 2018"
,,,,,,"false","true",,"Sat Apr 23 21:12:51 +0000 2016","Just a Black man with an opinion...",,,,,,,,,,,,,,,,,,,,,"0","381","7","46","true","723982994067709952","false","false","false","United States","55","Bruce","1012845869538766848","false","https://pbs.twimg.com/profile_images/1009205777851011073/tkVB1sNr_normal.jpg","","5675","https://twitter.com/BruceWalker47","user","https://x.com/BruceWalker47","BruceWalker47","@LindseyGrahamSC Don't you think both you, and Trumps hands are tarnished, from your Russian collusion, and you both need to allow Robert Mueller, to complete his investigation???","Tue Sep 11 23:59:12 +0000 2018"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/2591648288/1539375447","Fri Jun 27 16:42:11 +0000 2014","Chinese American 🇨🇳🇺🇸",,,,,,,,,,,,,,,,,,,,,"0","14096","57","315","false","2591648288","false","false","false","United States","131","KingKongTom","1006835677911138304","false","https://pbs.twimg.com/profile_images/990610986464788481/gzcV0Xfh_normal.jpg","","2610","https://twitter.com/KingKongTomGOAT","user","https://x.com/KingKongTomGOAT","KingKongTomGOAT","I voted #KeepAGoodLeader on @TheTylt. Who cares about the Mueller investigation. https://t.co/YobvP1coWd","Tue Sep 11 23:58:43 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/486289771/1512233507","Wed Feb 08 04:08:03 +0000 2012","News clip factory.",,,,,,,,,,,,,,,,"grabien.com","http://grabien.com","0","23","https://t.co/OQjvh6BQfU","0","126","13356","88","false","486289771","true","false","false","Worldwide","71","Grabien",,"false","https://pbs.twimg.com/profile_images/936985812746555392/w5a9BkBa_normal.jpg","","289000","https://twitter.com/GrabienMedia","user","https://x.com/GrabienMedia","GrabienMedia","VIDEO - Chuck Todd: Why Is Don Jr. Doing Television in the Middle of Mueller Investigation? https://t.co/B6wFGvkNRB","Tue Sep 11 23:57:34 +0000 2018"
,,,,,,"true","true",,"Sun May 22 17:07:24 +0000 2016","",,,,,,,,,,,,,,,,,,,,,"0","1342","24","219","false","734430472210636801","false","false","false","","0","Dwain",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","4778","https://twitter.com/bugggyknight","user","https://x.com/bugggyknight","bugggyknight","@CNNSitRoom @CNN Do you mean the illegal mueller investigation?","Tue Sep 11 23:57:15 +0000 2018"
,,,,,,"true","false",,"Sat May 13 22:52:54 +0000 2017","",,,,,,,,,,,,,,,,,,,,,"0","48090","381","188","true","863527500021993475","false","false","false","","4","Karen Smith",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","53684","https://twitter.com/KarenSm96080","user","https://x.com/KarenSm96080","KarenSm96080","@thehill Judd the problem here is Mueller didn’t select one Republican to his team and 9 are former donors to Hillary’s campaign!  So he has tainted his investigation from the start!  Also even a dimwit knows that Russia couldn’t influence our elections and/if they tried its just not","Tue Sep 11 23:55:07 +0000 2018"
,,,,,,"false","true",,"Sun Jan 29 05:25:35 +0000 2012","",,,,,,,,,,,,,,,,,,,,,"0","700","236","1059","true","477422854","false","false","false","","602","JoAnn Bragg #DitchMoscowMitch",,"false","https://pbs.twimg.com/profile_images/720191131724722176/aogHyr15_normal.jpg","","17645","https://twitter.com/jrbragg12","user","https://x.com/jrbragg12","jrbragg12","@realDonaldTrump @SaraCarterDC @LouDobbs This is not a release from Mueller's investigation. This is a mind trip from ur friends. I hope u do not take this serious. When Mueller does release the facts u will be crying, whinning, cussing and blaming others (start thanking FOX now) that u did not know this was coming.","Tue Sep 11 23:54:11 +0000 2018"
,,,,,,"false","true",,"Sat Aug 08 20:25:14 +0000 2015","",,,,,,,,,,,,,,,,,,,,,"0","48","0","35","false","3409130147","false","false","false","","0","Rick Manning",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","24","https://twitter.com/RickManning13","user","https://x.com/RickManning13","RickManning13","Is there any proof that Jeff Sessions is/is not as involved as Rosenstein in this Mueller Investigation?@seanhannity","Tue Sep 11 23:52:06 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/191229497/1728843481","Wed Sep 15 22:46:31 +0000 2010","Writer. Baseball fan. Author of 9 novels with unforgettable characters, heart, and a twist of humor. Opinions are my own. Have a nice day. #amreading #blm #lgm",,,,,,,,,,,,,,,,"laurieboris.com","http://laurieboris.com","0","23","https://t.co/U1G4AdokaC","0","65762","3509","4789","true","191229497","false","false","false","New York","660","Laurie Boris writes stuff",,"false","https://pbs.twimg.com/profile_images/1265352656211582979/XKFfwvkY_normal.jpg","","32628","https://twitter.com/LaurieBoris","user","https://x.com/LaurieBoris","LaurieBoris","@ACFlory I wish I was! Yes. Like Mueller, except he was going after Bill Clinton with the Monica Lewinsky thing and the blue dress. It started as an investigation into a land deal Bill and Hillary were involved with.","Tue Sep 11 23:50:52 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/1014605152962170885/1530736496","Wed Jul 04 20:21:33 +0000 2018","https://t.co/fsZwck68j8 filters and shows and order content in web/","24usatv.com","http://24usatv.com","0","23","https://t.co/fsZwck68j8",,,,,,,,,,,"24usatv.com","http://www.24usatv.com","0","23","https://t.co/UTpKYDHpZO","0","0","24","0","false","1014605152962170885","false","false","false","United States","14293","24usatv",,"false","https://pbs.twimg.com/profile_images/1014607582881832961/PmEqIvFE_normal.jpg","","14293","https://twitter.com/24usatv","user","https://x.com/24usatv","24usatv","State of the Mueller investigation 8 weeks out from midterms Former federal prosecutors Keir Dougall and Miriam B...https://t.co/pmfwvKx8a9 https://t.co/o47nX7rF3K","Tue Sep 11 23:50:21 +0000 2018"
,,,,,,"false","true",,"Mon Jan 29 20:46:35 +0000 2018","#FilAm #FilipinoAmazing #FilipinoAmerican #FilipinaAmerican #Filipinx #Immigrant #Resist #BrownLivesMatter #StopAAPIhate #StopAsianHate",,,,,,,,,,,,,,,,"filam.one","http://filam.one","0","23","https://t.co/5k9SGT5jPW","0","40","437","475","false","958078945223520256","false","false","false","California, USA","5212","FIL AM🇵🇭🇺🇸",,"false","https://pbs.twimg.com/profile_images/1223073778340515840/yQMRCsb0_normal.jpg","","8883","https://twitter.com/FILAM_one","user","https://x.com/FILAM_one","FILAM_one","Papadopoulos given 14-day sentence as part of the Mueller investigation https://t.co/jVueOlnrtR https://t.co/SuFe8CgYgf","Tue Sep 11 23:48:38 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/429555728/1582864143","Tue Dec 06 03:26:15 +0000 2011","Christian = Jesus, wife, AND Conservative, Blue Line family, Red wave rider, TRUMP!!! Build That Wall and Texas! Looking for Great Orange Jumpsuit Parade, #🟦",,,,,,,,,,,,,,,,,,,,,"0","89785","2977","3781","true","429555728","false","false","false","","2769","YOUGOTTASEETHIS 🍊",,"false","https://pbs.twimg.com/profile_images/1696006771066667008/nFIQjxQo_normal.jpg","","104679","https://twitter.com/klnassie","user","https://x.com/klnassie","klnassie","DiGenova Predicts That the Mueller Investigation Is Coming to End https://t.co/UUI66nvADj via @YouTube AND Obama set up Flynn!!!","Tue Sep 11 23:46:54 +0000 2018"
,,,,,,"false","true",,"Tue Jul 21 03:04:23 +0000 2015","",,,,,,,,,,,,,,,,,,,,,"0","499","9","32","false","3285986580","false","false","false","","1","Steven Jay gruwell",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","1120","https://twitter.com/gruwell_jay","user","https://x.com/gruwell_jay","gruwell_jay","@LouDobbs @realDonaldTrump Why is this illegal Mueller and government LIE allowed to continue.  This illegal investigation is the Crime, not our President and Russian collusion.  Democrats still control our government.  I DEMAND PRISON FOR ALL LIBERALS.","Tue Sep 11 23:46:41 +0000 2018"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/213120036/1728191539","Mon Nov 08 01:03:09 +0000 2010","A Star dog champion!
Liberal, East Somerville & 27 yr radio guy 
#Resist
#FDJT
Author of: Grungy Murder",,,,,,,,,,,,,,,,,,,,,"0","255952","969","782","true","213120036","false","false","false","Somerville, MA","6966","Jason - Bison Brewski F",,"false","https://pbs.twimg.com/profile_images/1550312101901750272/6hBGOYSd_normal.jpg","","106794","https://twitter.com/BisonBrewski","user","https://x.com/BisonBrewski","BisonBrewski","@JuliaDavisNews Oh yeah and I'm sure he'll enforce them on Putin as ""vigorously"" as he's imposed ""sanctions"" on Russia now.
It's all a dog and pony show, he doesn't care about election meddling as long as he's the beneficiary.","Tue Sep 11 23:52:40 +0000 2018"
