author/affiliatesHighlightedLabel/label/badge/url,author/affiliatesHighlightedLabel/label/description,author/affiliatesHighlightedLabel/label/url/url,author/affiliatesHighlightedLabel/label/url/urlType,author/affiliatesHighlightedLabel/label/userLabelDisplayType,author/affiliatesHighlightedLabel/label/userLabelType,author/canDm,author/canMediaTag,author/coverPicture,author/createdAt,author/description,author/entities/description/urls/0/display_url,author/entities/description/urls/0/expanded_url,author/entities/description/urls/0/indices/0,author/entities/description/urls/0/indices/1,author/entities/description/urls/0/url,author/entities/description/urls/1/display_url,author/entities/description/urls/1/expanded_url,author/entities/description/urls/1/indices/0,author/entities/description/urls/1/indices/1,author/entities/description/urls/1/url,author/entities/description/urls/2/display_url,author/entities/description/urls/2/expanded_url,author/entities/description/urls/2/indices/0,author/entities/description/urls/2/indices/1,author/entities/description/urls/2/url,author/entities/description/urls/3/display_url,author/entities/description/urls/3/expanded_url,author/entities/description/urls/3/indices/0,author/entities/description/urls/3/indices/1,author/entities/description/urls/3/url,author/entities/url/urls/0/display_url,author/entities/url/urls/0/expanded_url,author/entities/url/urls/0/indices/0,author/entities/url/urls/0/indices/1,author/entities/url/urls/0/url,author/fastFollowersCount,author/favouritesCount,author/followers,author/following,author/hasCustomTimelines,author/id,author/isBlueVerified,author/isTranslator,author/isVerified,author/location,author/mediaCount,author/name,author/pinnedTweetIds/0,author/possiblySensitive,author/profilePicture,author/status,author/statusesCount,author/twitterUrl,author/type,author/url,author/userName,author/verifiedType,author/withheldInCountries/0,text,createdAt,att,stance
,,,,,,True,True,https://pbs.twimg.com/profile_banners/2886307114/1683051867,Thu Nov 20 23:14:28 +0000 2014,"Passionate about my Country and saving it, Love Politics, Patriot, Royalist, Anti Left and Anti Woke, All views are my Own. Premium+ User",,,,,,,,,,,,,,,,,,,,,,,,,,0,196647,126143,71300,True,2886307114,True,False,False,,21030,Benonwine,1.8558807085116995e+18,False,https://pbs.twimg.com/profile_images/1675883410181484546/E5gUMfmI_normal.jpg,,116670,https://twitter.com/benonwine,user,https://x.com/benonwine,benonwine,,,Who is hoping Trump will win the US 🇺🇸 Election raise your 🙋‍♂️,Thu Oct 31 22:44:59 +0000 2024,0.8,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/2874102076/1670904669,Wed Nov 12 18:29:17 +0000 2014,Occasionally funny. Author. Director. Press inquiries: don’t inquire.,,,,,,,,,,,,,,,,,,,,,,,,,,0,112025,1035054,1162,True,2874102076,True,False,False,NYC,3469,Ashley St. Clair,1.8622433029402465e+18,False,https://pbs.twimg.com/profile_images/1853036993674100736/mEwIC82q_normal.jpg,,30226,https://twitter.com/stclairashley,user,https://x.com/stclairashley,stclairashley,,,"Karoline Leavitt. First Gen Z woman to win a congressional primary. Former assistant press secretary and presidential writer. Current National Press Secretary for Trump 2024. 

@kleavittnh https://t.co/uB91r9MLyZ",Thu Oct 31 22:43:59 +0000 2024,0.29000000000000004,Support
,,,,,,True,True,https://pbs.twimg.com/profile_banners/1344196888552075265/1730884286,Wed Dec 30 08:21:47 +0000 2020,"383,000 subs, YouTube's #1 largest election-focused channel. Sophomore @Georgetown SFS. Views are my own.",,,,,,,,,,,,,,,,,,,,,youtube.com/@Election_Time,https://www.youtube.com/@Election_Time,0.0,23.0,https://t.co/U9kh72A0pa,0,1076,35710,88,False,1344196888552075265,True,False,False,"Washington, DC",783,Election Time,1.8545894909895478e+18,False,https://pbs.twimg.com/profile_images/1810014832378396672/m1TiBxkU_normal.jpg,,891,https://twitter.com/ElectionTime_,user,https://x.com/ElectionTime_,ElectionTime_,,,"TRUMP REMAINS THE CLEAR FAVORITE WITH JUST 5 DAYS TO GO!

2024 Election (Odds to Win)
🟥Trump 63.3% (+26.4)
🟦Harris 36.9%",Thu Oct 31 22:42:29 +0000 2024,0.5083333333333333,Support
,,,,,,False,True,https://pbs.twimg.com/profile_banners/214337395/1511319238,Thu Nov 11 04:35:40 +0000 2010,"I make text and voice words. @fsgbooks, former @NYMag. Cohost @TheBARPod, the first-ever podcast: https://t.co/1qH8Ez9XYO * jesse.r.singal@gmail.com",blockedandreported.org,http://blockedandreported.org,98.0,121.0,https://t.co/1qH8Ez9XYO,,,,,,,,,,,,,,,,jessesingal.substack.com/about,https://jessesingal.substack.com/about,0.0,23.0,https://t.co/b0QfUiSt7I,0,54943,162454,2892,True,214337395,True,False,False,Brooklyn (insufferable part),9358,Jesse Singal,9.268502674543616e+17,False,https://pbs.twimg.com/profile_images/1055673387174019074/DR9CawFY_normal.jpg,,88812,https://twitter.com/jessesingal,user,https://x.com/jessesingal,jessesingal,,,"The female edge in early voting proves, without a doubt, that Harris is going to win, while the partisan gap in Nevada proves, without a doubt, that Trump is gonna win. They are both going to win and are going to have to figure out how to co-president together. It will be cute!",Thu Oct 31 22:37:44 +0000 2024,0.46562500000000007,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/1233929232432205827/1731089527,Sun Mar 01 01:37:51 +0000 2020,US Army Veteran. Enthusiast. Writer supporting Elon Musk and Tesla. We The People Have Spoken! 🇺🇸,,,,,,,,,,,,,,,,,,,,,x.com/gailalfaratx/s…,https://x.com/gailalfaratx/status/1649968425182146560?s=46,0.0,23.0,https://t.co/4zGnfP69OF,0,120129,119641,613,True,1233929232432205827,True,False,False,"Austin, TX",11702,Gail Alfar,1.8633473429357366e+18,False,https://pbs.twimg.com/profile_images/1862025904660058112/YHci7E9O_normal.jpg,,65259,https://twitter.com/GailAlfarATX,user,https://x.com/GailAlfarATX,GailAlfarATX,,,"@oskararnarson Its such a critical election, send good vibes from Iceland, we all need for Trump to win.",Thu Oct 31 22:35:38 +0000 2024,0.375,Support
,,,,,,True,False,https://pbs.twimg.com/profile_banners/1403784319122907136/1623523796,Sat Jun 12 18:40:46 +0000 2021,The LORD is Good,,,,,,,,,,,,,,,,,,,,,,,,,,0,30732,527756,464,True,1403784319122907136,True,False,False,,7545,George,1.86339766938674e+18,False,https://pbs.twimg.com/profile_images/1860906759600152577/utOLOLfs_normal.jpg,,30646,https://twitter.com/BehizyTweets,user,https://x.com/BehizyTweets,BehizyTweets,,,"Just texted my Arab American homie to make sure he was voting... And obviously for Trump

Every single vote is crucial. Even if you live in a pure blue or red state, you still need to vote and get your friends to vote for Trump so he can win the popular vote. Be part of the biggest F-you to the evil forces destroying America.",Thu Oct 31 22:32:45 +0000 2024,0.07532467532467534,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/1659051158831349760/1684452020,Thu May 18 04:20:12 +0000 2023,"Josh's Mom | USAF SMSgt (ret) | Fmr Airborne Crypto-Linguist - Russian | Singer-Songwriter | DoD Contractor | Bravenly Brand Partner
https://t.co/nDbc2l7dT7",meitryx.com.com,https://meitryx.com.com/,133.0,156.0,https://t.co/nDbc2l7dT7,,,,,,,,,,,,,,,,lisamei.bravenlyglobal.com,https://lisamei.bravenlyglobal.com/,0.0,23.0,https://t.co/pPDxvWQyMF,0,25994,45380,3191,False,1659051158831349760,True,False,False,USA,1245,Lisa Mei,1.832080511759512e+18,False,https://pbs.twimg.com/profile_images/1838668154022596608/yV6bble9_normal.jpg,,16232,https://twitter.com/TheNotoriousLMC,user,https://x.com/TheNotoriousLMC,TheNotoriousLMC,,,"My early Christmas present to ME arrived today at my local gun store! The employees there loved it and had a big Trump 2024 flag hanging in their store! 

Now all I want for an early Christmas present is for President Trump to have a massive win next Tuesday! 🙏

If you haven't voted yet, and are able to tomorrow, I HIGHLY recommend you do so. Hearing rumblings of potential disruptions next Tuesday.",Thu Oct 31 22:26:11 +0000 2024,0.1685714285714286,Support
,,,,,,True,False,https://pbs.twimg.com/profile_banners/1052345167011696640/1655566590,Tue Oct 16 23:46:54 +0000 2018,Proud Father & Proud American. Views are my own.,,,,,,,,,,,,,,,,,,,,,,,,,,0,49670,3450,2244,True,1052345167011696640,True,False,False,"Portland, OR",1361,J Sanchez,1.8521146832198415e+18,False,https://pbs.twimg.com/profile_images/1446504810732085251/PYMrQ9Hh_normal.jpg,,29543,https://twitter.com/2A_AllDay,user,https://x.com/2A_AllDay,2A_AllDay,,,"Businesses in Portland are forecasting a Trump win! 

Businesses here wouldn’t be boarding up if they thought Kamala had the for sure victory. 

If Trump wins, stay as far away from downtown as possible. 

My team has already been told if Trump wins, we must all work from home for our safety. 

#Portland #PortlandRiots",Thu Oct 31 22:25:25 +0000 2024,0.3666666666666667,Support
,,,,,,True,True,https://pbs.twimg.com/profile_banners/764187379/1731347345,Fri Aug 17 18:11:47 +0000 2012,"National Political Analyst. if you like reality straight with no chaser, subscribe: The Cycle on Substack. We Went High and Lost (Again)",,,,,,,,,,,,,,,,,,,,,thecycle.substack.com,https://thecycle.substack.com/,0.0,23.0,https://t.co/ahKiPdwAkO,0,60908,203538,22537,True,764187379,True,False,False,Real America,11439,Rachel Bitecofer 🗽🦆,1.8550289135186578e+18,False,https://pbs.twimg.com/profile_images/1856031404850823168/Q2fe2Lwr_normal.jpg,,117692,https://twitter.com/RachelBitecofer,user,https://x.com/RachelBitecofer,RachelBitecofer,,,"If Trump does win, Merrick Garland will go down in history as the man who let a known insurrectionist regain power and turn the world’s largest military in history over to fascists. 

It’ll only be covered in international history books though.",Thu Oct 31 22:22:09 +0000 2024,0.1088888888888889,Support
,,,,,,True,True,https://pbs.twimg.com/profile_banners/1517543524132171778/1732040727,Fri Apr 22 16:40:04 +0000 2022,"Helping to save the republic, one meme at a time.",,,,,,,,,,,,,,,,,,,,,,,,,,0,17663,4476,224,True,1517543524132171778,True,False,False,,5434,Political Blasphememes,,False,https://pbs.twimg.com/profile_images/1517544288757981185/r43pK5bh_normal.jpg,,13336,https://twitter.com/PBlasphememes,user,https://x.com/PBlasphememes,PBlasphememes,,,"@DiedSuddenly_ Man, I'm hoping RFK Jr. can get things done on this front. If... they let Trump win.",Thu Oct 31 22:17:14 +0000 2024,0.8,Support
,,,,,,True,False,https://pbs.twimg.com/profile_banners/1692426469757079552/1719328649,Fri Aug 18 06:41:58 +0000 2023,"23, Memes, Politics, Poetry",,,,,,,,,,,,,,,,,,,,,,,,,,0,21895,11911,2627,False,1692426469757079552,True,False,False,"Valencia, Spain",1326,Abdullah,1.8327397100047813e+18,False,https://pbs.twimg.com/profile_images/1824480680564207616/-GgukvY8_normal.jpg,,8523,https://twitter.com/ohnoanywayy,user,https://x.com/ohnoanywayy,ohnoanywayy,,,"My only concern about US Presidential Election is the upcoming policy in middle east especially Gaza, nothing else.

Trump who is an all time Netanyahu’s puppet, supported by the highly powerful jewish lobby. Trump who loves to do arbitration and deal making, would try to solve it through an Unjust tilted so called peace deal. 

Kamala on the other hand served as VP to Biden the weak who proudly call himself a zionist. Harris who met Netanyahu as VP adopted a bit harsh tone and said. 

“We cannot allow ourselves to be numb to the suffering and I will not be silent”

I don’t have hopes from both of them as it is nearly impossible for US shift its policy about Israel but Kamala did expressed concern regarding civilian casualties and discussed the need to alleviate the humanitarian crisis in Gaza. 

 Also expressed her concern about actions that undermine stability and security in the West Bank, such as extremist settler violence and settlement expansion.

At the end its not about the words, it is actually turd V trash, trash could be less filthy but still",Thu Oct 31 22:12:41 +0000 2024,0.11458333333333333,Support
,,,,,,True,True,https://pbs.twimg.com/profile_banners/1642920048795713537/1723485480,Mon Apr 03 16:01:14 +0000 2023,"VOTE BLUE NO MATTER WHO! Mother, Grandmother, Great Grandmother, Musician, Educator, #Resist #BLM #DemocracyMatters #MyHistoryMatters #DemVoice1 #FRESH",,,,,,,,,,,,,,,,,,,,,,,,,,0,40684,6833,6490,False,1642920048795713537,True,False,False,,267,Cheryl Dumas,,False,https://pbs.twimg.com/profile_images/1823056309534498816/ZiBkDtet_normal.jpg,,43615,https://twitter.com/DumasChery95383,user,https://x.com/DumasChery95383,DumasChery95383,,,"Why is it Okay for trump to do political stunts, refuse debates, never give one specific policy or describe how it will be carried out except for drill, drill, drill, and constantly rant lies against millions of Americans AND Yet, So, so much more has been expected from the Vice President ‼️Why is that still so, in 2024? Why? We Want Answers‼️‼️‼️
#DemsUnited #Allied4Dems #DemVoice1 #ProudBlue 

Have any of the questions about how the massive deportation will be carried out been answered? Does anyone know if they’re making a list, and making it right, or checking it twice and I ain’t talking bout Santa Claus! 

Do we have answers for how the government|TRUMP will control the work labor force to continue the ability to thrive? Have small businesses and construction companies considered how they will compete once their LEGAL employment is depleted because of mass deportation. 

It’s Going To Be A Mess just like he left Springfield‼️

Trump never did go to Springfield, he just incited uproar and then he was good! Maybe a good question Springfield City Council should be asking Trump, is what he will do to replace the benefits that these Haitians bought to those communities once he deports them?

When will he ever be required to answer serious questions that will solve our problems as Americans?

The Answer is, he won’t because he can’t ‼️‼️‼️",Thu Oct 31 21:31:14 +0000 2024,0.15158730158730155,Support
,,,,,,True,False,https://pbs.twimg.com/profile_banners/410902222/1732886521,Sat Nov 12 18:40:10 +0000 2011,|| X Creator || Mechanical/Production Engineer🔩 || @chelseafc || #AI || #Tesla || Gamer🎮 ||Tech Enthusiast  || Christian ⛪,,,,,,,,,,,,,,,,,,,,,,,,,,0,308045,27788,21397,True,410902222,True,False,False,A QUIET PLACE ,4327,SLIMNAZI,1.8634770591099658e+18,False,https://pbs.twimg.com/profile_images/1851961958968225792/s_UV06nC_normal.jpg,,158631,https://twitter.com/SlimNazi,user,https://x.com/SlimNazi,SlimNazi,,,"why some believe Donald Trump needs to win in 2024:

1. **Economic Growth**: Supporters argue his policies like tax cuts and deregulation spurred economic growth and job creation, which they want to see reinstated.

 2. **America First**: His foreign policy focused on prioritizing U.S. interests, reducing international commitments, and renegotiating trade deals, which appeals to those advocating for a stronger national stance.

3.**Border Security**: Trump's tough stance on immigration, including border wall construction, resonates with voters concerned about illegal immigration's effects on jobs and security.

4. **Cultural Standpoint**: He represents a pushback against progressive cultural shifts, appealing to those who wish to preserve traditional American values and oppose perceived ""woke"" ideologies.

5. **Judicial Influence**: His appointments to the judiciary, especially the Supreme Court, are seen as crucial for conservative legal interpretations.

6. **Electoral Integrity**: Trump's focus on what his supporters see as necessary reforms to prevent election fraud.

7. **Political Retribution**: His return could be viewed as a vindication against what his base perceives as unfair political and legal targeting.

8. **Dissatisfaction**: Many supporters feel the current administration has failed on multiple fronts, from economic to foreign policy, believing Trump's return would correct these issues.

 9. **Populism**: Trump's direct communication style and outsider image continue to attract those disillusioned with traditional politics.

10. **Personal Appeal**: His charisma, branding, and promises of efficiency in governance remain a strong draw for his voter base.

 Add ypurs",Thu Oct 31 21:22:44 +0000 2024,-0.001346801346801342,Oppose
,,,,,,False,True,https://pbs.twimg.com/profile_banners/60622883/1593103511,Mon Jul 27 15:17:21 +0000 2009,"Trader, napoleon complex, recipient of several broken noses due to an inability to shutup. Host. for speaking requests contact Barry Ward bward@tjmbrokerage.com",,,,,,,,,,,,,,,,,,,,,tjmbrokerage.com,http://tjmbrokerage.com,0.0,23.0,https://t.co/vyoEpv5jkw,0,144379,48907,999,True,60622883,True,False,False,Chicago,1102,jim iuorio,1.805965762126852e+18,False,https://pbs.twimg.com/profile_images/1629502704/Iuorio_Jim_240x250_normal.jpg,,100211,https://twitter.com/jimiuorio,user,https://x.com/jimiuorio,jimiuorio,,,I just voted for Donald Trump. I’m not particularly proud nor at all ashamed of my vote.  If anyone actually wanted to have a civil respectful policy discussion I would be happy to defend my vote…if your into vibes and emotion than please go away…,Thu Oct 31 21:19:59 +0000 2024,0.225,Support
,,,,,,True,True,,Sat Apr 08 17:32:50 +0000 2017,"Technically a philosopher, who hopefully will finish his PhD one day. I write about stuff. ""At least he's pretty smart."" (@bechhof)",,,,,,,,,,,,,,,,,,,,,philippelemoine.com,https://www.philippelemoine.com,0.0,23.0,https://t.co/Q6ALekcqY5,0,134556,52480,1640,True,850763376263299078,True,False,False,"Paris, France",5040,Philippe Lemoine,1.1159704569836913e+18,False,https://pbs.twimg.com/profile_images/1836820908935135232/mrDw6Rry_normal.jpg,,141230,https://twitter.com/phl43,user,https://x.com/phl43,phl43,,,"I don't really have a dog in the US presidential election because it's not my country and, rightly or wrongly, I think who wins won't make a huge difference for the foreign policy topics I really care about, but if Trump wins I'll get to brag that I'm a mutual with the Vice-President of the United States on Twitter and that would be cool.",Thu Oct 31 21:19:16 +0000 2024,0.140625,Support
