author/affiliatesHighlightedLabel/label/badge/url,author/affiliatesHighlightedLabel/label/description,author/affiliatesHighlightedLabel/label/url/url,author/affiliatesHighlightedLabel/label/url/urlType,author/affiliatesHighlightedLabel/label/userLabelDisplayType,author/affiliatesHighlightedLabel/label/userLabelType,author/canDm,author/canMediaTag,author/coverPicture,author/createdAt,author/description,author/entities/description/urls/0/display_url,author/entities/description/urls/0/expanded_url,author/entities/description/urls/0/indices/0,author/entities/description/urls/0/indices/1,author/entities/description/urls/0/url,author/entities/description/urls/1/display_url,author/entities/description/urls/1/expanded_url,author/entities/description/urls/1/indices/0,author/entities/description/urls/1/indices/1,author/entities/description/urls/1/url,author/entities/description/urls/2/display_url,author/entities/description/urls/2/expanded_url,author/entities/description/urls/2/indices/0,author/entities/description/urls/2/indices/1,author/entities/description/urls/2/url,author/entities/url/urls/0/display_url,author/entities/url/urls/0/expanded_url,author/entities/url/urls/0/indices/0,author/entities/url/urls/0/indices/1,author/entities/url/urls/0/url,author/fastFollowersCount,author/favouritesCount,author/followers,author/following,author/hasCustomTimelines,author/id,author/isBlueVerified,author/isTranslator,author/isVerified,author/location,author/mediaCount,author/name,author/pinnedTweetIds/0,author/possiblySensitive,author/profilePicture,author/status,author/statusesCount,author/twitterUrl,author/type,author/url,author/userName,author/verifiedType,author/withheldInCountries/0,text,createdAt,att,stance
,,,,,,False,True,,Mon Feb 21 11:43:29 +0000 2011,"Simon Banks is one of Australia’s most highly respected government relations, campaigning and strategic communications professionals.",,,,,,,,,,,,,,,,hawkerbritton.com,http://www.hawkerbritton.com,0.0,22.0,http://t.co/SWtr5SNA3r,0,18,16558,2125,False,255452116,False,False,False,Canberra,1958,Simon Banks,,False,https://pbs.twimg.com/profile_images/652330397611589633/4iO8iwAt_normal.jpg,,53227,https://twitter.com/SimonBanksHB,user,https://x.com/SimonBanksHB,SimonBanksHB,,,"John Howard: 20/9/2024

In the middle of this year's US Presidential campaign

""I think his refusal to accept the result of the last election and various attempts to overturn that result not compatible with democracy.""

Has @PeterDutton_MP repudiated him?

https://t.co/L45B03ArLK",Tue Nov 12 09:05:17 +0000 2024,0.0,Support
,,,,,,False,True,https://pbs.twimg.com/profile_banners/1428544118708375560/1698189465,Fri Aug 20 02:27:33 +0000 2021,,,,,,,,,,,,,,,,,,,,,,0,133328,1783,1405,True,1428544118708375560,False,False,False,"Cleveland, OH",4923,Yousef Tolerates Ohio,,False,https://pbs.twimg.com/profile_images/1560512015155748864/EmE5XuzB_normal.jpg,,26807,https://twitter.com/JoefromOhio2,user,https://x.com/JoefromOhio2,JoefromOhio2,,,What even is the 2024 presidential election? https://t.co/cjUwVeD5bf,Tue Nov 12 04:33:09 +0000 2024,0.0,Support
,,,,,,False,True,https://pbs.twimg.com/profile_banners/1217198127591186437/1732478258,Tue Jan 14 21:34:36 +0000 2020,"America’s source for fact-based, unbiased news for all America.
📺 Find us on your TV: https://t.co/OfH5oBlZNI",newsnationnow.com/joinus/,http://newsnationnow.com/joinus/,86.0,109.0,https://t.co/OfH5oBlZNI,,,,,,,,,,,newsnationnow.com/app/,https://www.newsnationnow.com/app/,0.0,23.0,https://t.co/bcUlYrApLY,0,651,228215,216,True,1217198127591186437,True,False,False,United States,25413,NewsNation,,False,https://pbs.twimg.com/profile_images/1790387697258770432/vx0E666D_normal.jpg,,105276,https://twitter.com/NewsNation,user,https://x.com/NewsNation,NewsNation,Business,,"Allan Lichtman, who had predicted that Vice President Kamala Harris would win the 2024 presidential election against former President Donald Trump, mainly attributed his incorrect prediction to the proliferation of online misinformation and disinformation. https://t.co/9eIIbju9I2",Tue Nov 12 04:15:51 +0000 2024,0.32222222222222224,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/2467791/1469484132,Tue Mar 27 11:19:39 +0000 2007,Democracy Dies in Darkness,,,,,,,,,,,,,,,,washingtonpost.com,http://washingtonpost.com,0.0,23.0,https://t.co/1KN78z0bbe,0,3926,19919695,1656,True,2467791,True,False,False,"Washington, DC",21038,The Washington Post,1.8575280370398784e+18,False,https://pbs.twimg.com/profile_images/1060271522319925257/fJKwJ0r2_normal.jpg,,504199,https://twitter.com/washingtonpost,user,https://x.com/washingtonpost,washingtonpost,Business,,"Google searches for “move abroad” surged after Donald Trump won the 2024 presidential election, as Americans eyed Canada and the U.K. as places to relocate. 

Here are some things to consider if you’re thinking about moving out of the U.S. https://t.co/ji987OzenY",Tue Nov 12 03:32:03 +0000 2024,0.0,Support
,,,,,,False,True,https://pbs.twimg.com/profile_banners/14869587/1704679053,Thu May 22 15:35:41 +0000 2008,"President @SBTS, former president Evangelical Theological Society, Centennial Professor of Christian Theology, author; broadcaster; theologian",,,,,,,,,,,,,,,,albertmohler.com,http://albertmohler.com,0.0,23.0,https://t.co/Tid85TbhuQ,0,116,214465,641,False,14869587,True,False,False,"Louisville, KY",4077,Albert Mohler,,False,https://pbs.twimg.com/profile_images/1744176470891675648/7B4KjtuF_normal.jpg,,30160,https://twitter.com/albertmohler,user,https://x.com/albertmohler,albertmohler,,,"No, the Presidential Election Should Not Be Based in the Popular Vote.

From the November 5, 2024 edition of The Briefing. You can listen at the link: https://t.co/Bg0EzP1aOh https://t.co/5gNbua3TD7",Tue Nov 12 02:55:28 +0000 2024,0.6,Support
,,,,,,True,True,https://pbs.twimg.com/profile_banners/2333857536/1688320119,Sat Feb 08 18:00:49 +0000 2014,"Dog lover 
Screaming into the abyss
Failed Archaeologist now Failed Comedian 
Voted Best Content on X
🇺🇸🇨🇦420💙🍁
by my Mom & her friend

🇺🇸🎅🇺🇸⋆꙳•̩̩͙❄️",,,,,,,,,,,,,,,,,,,,,0,139693,41261,36026,True,2333857536,True,False,False,"Atlanta, GA  ",3697,Jamison Daniel,1.8443827636479555e+18,False,https://pbs.twimg.com/profile_images/1653591561198813184/OnaVEXn1_normal.jpg,,64666,https://twitter.com/AntiquarianMuse,user,https://x.com/AntiquarianMuse,AntiquarianMuse,,,"Mr President, on this solemn day where we honor the men and women who served this great country, please consider hearing the rising crescendo of voices calling for an investigation into the very suspicious 2024 Presidential election.

We just want facts, clarity and confidence in our voting systems.

Thank you Mr. President",Tue Nov 12 02:26:22 +0000 2024,0.5,Support
,,,,,,False,True,https://pbs.twimg.com/profile_banners/598626311/1722400548,Sun Jun 03 20:18:18 +0000 2012,"CEO & founder @New_Christendom Press, host at @HardMenPodcast, cohost at @The_Kings_Hall, Western native, avid hunter.",,,,,,,,,,,,,,,,ericconn.com,http://ericconn.com,0.0,23.0,https://t.co/12QzjnTe37,0,44651,34111,2541,True,598626311,True,False,False,,4949,Eric Conn,1.7172366954759332e+18,False,https://pbs.twimg.com/profile_images/1589701452628303872/aIIKiF8c_normal.jpg,,25952,https://twitter.com/Eric_Conn,user,https://x.com/Eric_Conn,Eric_Conn,,,"Donald Trump’s 2024 presidential election victory marked one of the greatest political comebacks in U.S. history. 

The vibe has shifted. The future belongs to the innovators, entrepreneurs, and builders. Are you ready for it? @The_Kings_Hall https://t.co/Inq8A7UDti",Tue Nov 12 00:52:50 +0000 2024,0.26,Support
,,,,,,True,False,https://pbs.twimg.com/profile_banners/1698771163747409920/1721679746,Mon Sep 04 18:53:16 +0000 2023,"I map old elections in the rust belt. Don’t blame me, I voted for Harris.",,,,,,,,,,,,,,,,,,,,,0,3351,1454,251,False,1698771163747409920,False,False,False,western pennsylvania / ytown,356,mahoning schmuck,1.8572658704492874e+18,False,https://pbs.twimg.com/profile_images/1825584193763409920/QqiNVx3h_normal.jpg,,2697,https://twitter.com/pamapguy,user,https://x.com/pamapguy,pamapguy,,,"Behold - The 2024 Presidential Election in Youngstown, Ohio. 

Harris decisively won the city and was victorious in all of its precincts and neighborhoods. https://t.co/2MdxHC4CIT",Tue Nov 12 00:51:48 +0000 2024,0.0,Support
,,,,,,True,True,https://pbs.twimg.com/profile_banners/21651982/1721907390,Mon Feb 23 13:29:00 +0000 2009,Constitutionalist.  America First. Small Business Owner,,,,,,,,,,,,,,,,stevefergusonsearchenginemarketing.com,https://stevefergusonsearchenginemarketing.com/,0.0,23.0,https://t.co/NNro2sNjw7,0,230574,219116,147330,True,21651982,True,False,False,Massachusetts,3506,Steve Ferguson,,False,https://pbs.twimg.com/profile_images/2208089005/Steve_Ferguson_normal.jpg,,738989,https://twitter.com/lsferguson,user,https://x.com/lsferguson,lsferguson,,,The biggest crime in American history is the stolen 2020 Presidential election.  The same has occurred in 2024 in some Senate and House races.  Even Kamala's vote total is suspect.  These crimes must be a priority for the Trump Administration.  Make it so it never happens again,Tue Nov 12 00:16:41 +0000 2024,0.0,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/848279118/1706512937,Wed Sep 26 23:08:16 +0000 2012,Alternative Media & News || Independent || Dont check DMs || https://t.co/hB1MVbBTHm,buymeacoffee.com/Khalissee,http://buymeacoffee.com/Khalissee,61.0,84.0,https://t.co/hB1MVbBTHm,,,,,,,,,,,,,,,,0,81495,326884,899,True,848279118,True,False,False,"London, England",15883,Khalissee,1.8621629336706995e+18,False,https://pbs.twimg.com/profile_images/1639831097952333825/kV2f9VQn_normal.jpg,,41911,https://twitter.com/Kahlissee,user,https://x.com/Kahlissee,Kahlissee,,IN,"In 2011, Trump believed Obama would start a war with Iran to help win an election https://t.co/HpOu6emVIY",Tue Nov 12 23:57:06 +0000 2024,0.8,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/15819609/1667925573,Tue Aug 12 06:50:31 +0000 2008,Entrepreneur. Views personal,,,,,,,,,,,,,,,,ramprasad.info,http://www.ramprasad.info,0.0,23.0,https://t.co/zimnkNhvFw,0,52568,38429,1231,True,15819609,True,False,False,Getting back to Airplanes. ,1292,Ram,1.8103343345926392e+18,False,https://pbs.twimg.com/profile_images/1363832670216744960/67nZakX5_normal.jpg,,46701,https://twitter.com/ramprasad_c,user,https://x.com/ramprasad_c,ramprasad_c,,,"Vivek ❌
Tulsi ❌
Kash Patel ❌
Don't blame them. Don't blame Trump
If you don't put weight behind your people, they don't win",Tue Nov 12 23:55:12 +0000 2024,0.2,Support
,,,,,,True,False,https://pbs.twimg.com/profile_banners/1619594149921189890/1679987314,Sun Jan 29 07:11:58 +0000 2023,"Not impersonating @adinross, just a fan account to share accurate news on Adin || @Stake",,,,,,,,,,,,,,,,,,,,,0,2280,50601,54,True,1619594149921189890,True,False,False,Turn Post Notifications On 🔔,2396,AdinUpdate,,False,https://pbs.twimg.com/profile_images/1640613741254565888/FQT01oZN_normal.jpg,,4280,https://twitter.com/AdinUpdate,user,https://x.com/AdinUpdate,AdinUpdate,,,"How Adin Ross Helped Donald Trump Win the Presidential Election

A Thread 🧵 https://t.co/nwWsCmRRKf",Tue Nov 12 23:50:01 +0000 2024,0.8,Support
,,,,,,True,False,https://pbs.twimg.com/profile_banners/42472972/1599618712,Mon May 25 19:48:27 +0000 2009,Fox News Anchor/Chief Breaking News Correspondent,,,,,,,,,,,,,,,,shop.foxnews.com/products/fox-n…,https://shop.foxnews.com/products/fox-news-night-mug?_pos=1&_sid=6482655c8&_ss=r,0.0,23.0,https://t.co/Djrt4xSo32,0,359,52819,102,True,42472972,True,False,False,"Los Angeles, CA",984,Trace Gallagher,1.8500203024929265e+18,False,https://pbs.twimg.com/profile_images/1303515953116753920/-oBm-r2B_normal.jpg,,2068,https://twitter.com/tracegallagher,user,https://x.com/tracegallagher,tracegallagher,,,"NIGHTCAP QUESTION:

Many Target customers are ecstatic that the store has apparently ditched their ""Happy Holidays"" signs this year for ""Merry Christmas"" signs. One social media user thinks it the ""Trump effect"" after his landslide win last week. 

What do you think, could this be the ""Trump effect""?",Tue Nov 12 23:42:30 +0000 2024,0.36388888888888893,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/62525794/1689365930,Mon Aug 03 14:24:34 +0000 2009,"Artist, Writer, Forensic Accountant. Lover of literature, fine art, theater, psychology, anthroplogy, history, politics, astronomy, philosophy, economics, music",,,,,,,,,,,,,,,,,,,,,0,237474,5495,7234,True,62525794,True,False,False,California,227,Pensandpages,1.8633518879842511e+18,False,https://pbs.twimg.com/profile_images/1672680704206077955/9k0PSCOg_normal.jpg,,34291,https://twitter.com/Pensandpages,user,https://x.com/Pensandpages,Pensandpages,,,"I wonder if Putin is using the fact that Trump sold highly classified secrets to Putin that enabled Putin’s  war with Ukraine as black mail or does Putin have a list of other buyers of US classified documents as well as the fact that Putin intervened to help him win this election? The big question is, why isn't Trump in compliance? He has no scruples or morals or character, nothing that would prompt him to reject  further help and money down the road. Could Elon Musk have had something to do with it? Musk has been on the majority of phone calls to Putin and would know exactly what the blackmail is and why. Wonder if Musk is reporting to the DOJ? Wouldn't surprise me.",Tue Nov 12 23:41:54 +0000 2024,0.09534722222222224,Support
,,,,,,True,False,https://pbs.twimg.com/profile_banners/990218923084795905/1725331899,Sat Apr 28 13:19:23 +0000 2018,"Citizen Journalist. #PurpleWave
#1A, News, Politics, Mental Health, Business, Technology & Sports. Very Passionate. Love our Vets. USA!",,,,,,,,,,,,,,,,,,,,,0,175141,7171,4712,True,990218923084795905,True,False,False,"Connecticut, USA",4456,Kristi L. Talmadge,1.8625295246947538e+18,False,https://pbs.twimg.com/profile_images/1537853661354893312/2ss7lr3C_normal.jpg,,23822,https://twitter.com/KristiTalmadge,user,https://x.com/KristiTalmadge,KristiTalmadge,,,"Who is Connecticut Lt. Governor Susan Bysiewicz talking to?

I'm not grieving the Election results.

I'm celebrating President Donald Trump's win @LGSusanB!

You will follow Federal law, or you will face Federal charges.

Tom Homan is going after the Sanctuary states and cities. https://t.co/37DcVl0xx4",Tue Nov 12 23:33:07 +0000 2024,1.0,Support
,,,,,,True,False,https://pbs.twimg.com/profile_banners/2722595491/1597448609,Sun Aug 10 22:01:21 +0000 2014,"West Virginia’s Leader in News, Analysis and Rumors",,,,,,,,,,,,,,,,voiceofmotown.com,http://voiceofmotown.com,0.0,23.0,https://t.co/XOQOpNQ74d,0,15537,14819,6895,True,2722595491,True,False,False,"Morgantown, WV",3307,The Voice of Morgantown,,False,https://pbs.twimg.com/profile_images/1845310169128878083/L1uKVttq_normal.jpg,,16698,https://twitter.com/voicemorgantown,user,https://x.com/voicemorgantown,voicemorgantown,,,"Donald Trump won all 55 counties in the state of West Virginia! Come celebrate your big win with 60,000 Mountaineers as we beat Baylor this weekend! @realDonaldTrump https://t.co/HVWQ4wKbVI",Tue Nov 12 23:25:00 +0000 2024,0.5,Support
