"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/171680227/1634934944","Tue Jul 27 22:41:33 +0000 2010","I’m a singer who is known for singing covers and making music on tiktok and instagram MGMT:chudcitymanagement@gmail.com",,,,,,"v.cameo.com/e/YQ8LrtGcSOb","https://v.cameo.com/e/YQ8LrtGcSOb","0","23","https://t.co/2UFzqubjEA","0","190196","36896","4235","true","171680227","true","false","false","Brooklyn, NY","1282","Marc.","1466648180188135428","false","https://pbs.twimg.com/profile_images/1590386029181165569/AS9a_gaa_normal.jpg","","106570","https://twitter.com/BigDaddyMarc40","user","https://x.com/BigDaddyMarc40","BigDaddyMarc40","Cuts To Medicaid and Medicare and Social Security and that horrible #FarmBill The Republican Party and Donald Trump Passed Is more Important To Me Than The Russia Investigation and Stormy Daniels And What Melania Trump Wears I Do Not Give A Fuck About Any Of That.","Fri Jun 22 23:46:15 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/20769514/1578519832","Fri Feb 13 13:26:07 +0000 2009","Covering lobbying and corruption for Mother Jones. Derrick White advocate.",,,,,,"motherjones.com","http://motherjones.com","0","23","https://t.co/TPiqmiwath","0","8586","26760","1773","true","20769514","false","false","false","Washington D.C.","2910","Dan Friedman",,"false","https://pbs.twimg.com/profile_images/689130774965039104/2mz3ke3d_normal.jpg","","29440","https://twitter.com/dfriedman33","user","https://x.com/dfriedman33","dfriedman33","Recall that Goodlatte has refused to investigate the Trump Russia scandal, including stuff squarely in his jurisdiction, like Comey’s firing. He claimed that was because he didn’t want to interfere with Mueller’s investigation. https://t.co/epQDOM84tf","Fri Jun 22 23:43:02 +0000 2018"
,,,,,,"false","false",,"Sun Feb 03 23:04:27 +0000 2013","photography,music, travel, nature, do not buy followers-NO LISTS PLEASE",,,,,,,,,,,"0","78549","2253","3159","true","1146470090","false","false","false","","206","endure","461009846951636993","false","https://pbs.twimg.com/profile_images/378800000710240297/b3f87da3168218a536bb2028e078fe91_normal.jpeg","","252417","https://twitter.com/100Concerned","user","https://x.com/100Concerned","100Concerned","@PhilipRucker @maddow TRUMP WOULD INVOKE A WAR TO DISTRACT FROM 
STEALING CHILDREN AND RUSSIA INVESTIGATION
We are sick and tired of DT lies and daily chaos","Fri Jun 22 23:41:47 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/23885166/1728173152","Thu Mar 12 03:22:15 +0000 2009","Dislike the GOP * NJ Devils fan

https://t.co/m7H2EraCWW","missnicoletta.bsky.social","http://missnicoletta.bsky.social","33","56","https://t.co/m7H2EraCWW",,,,,,"0","269840","2723","4196","true","23885166","false","false","false","Connecticut, USA","5237","Nicoletta","1747801501148283290","false","https://pbs.twimg.com/profile_images/1856074049748717568/qDqKRKtm_normal.jpg","","278996","https://twitter.com/MissNicoletta","user","https://x.com/MissNicoletta","MissNicoletta","@TurtleTears I wish he just would finally stfu, funny how Hillary got more shit for even semi defending herself over this whole thing yet Comey refuses to take ANY responsibility for his horrible judgment releasing that letter (yet NO letter about the Trump/Russia investigation of course)","Fri Jun 22 23:41:24 +0000 2018"
,,,,,,"false","true",,"Tue May 24 20:08:45 +0000 2016","",,,,,,,,,,,"0","7","26","43","false","735200885349875713","false","false","false","","352","Wayne",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","12276","https://twitter.com/iacct4u20072","user","https://x.com/iacct4u20072","iacct4u20072","@hardballchris trump is doing everything to confuse the public with this crap. There is no doubt about it donny, you will get what you deserve out of this investigation on russia. Everything you speak about is under secrecy, PEOPLE LIKE YOU DO THIS TO HIDE THEIR INADEQUACIES.","Fri Jun 22 23:37:35 +0000 2018"
,,,,,,"false","false",,"Sat Aug 25 15:35:47 +0000 2012","#Resist",,,,,,,,,,,"0","93542","237","174","false","780531552","false","false","false","Occupied America","242","RebelAlliance",,"false","https://pbs.twimg.com/profile_images/807709845872779264/tHMKWZH9_normal.jpg","","10441","https://twitter.com/cybersaur1","user","https://x.com/cybersaur1","cybersaur1","@kurteichenwald Paul Ryan is one of Trump's biggest supporters. He conspired with Devin Nunes to use the House ""investigation"" to deliver Russia investigation evidence to Trump. Paul Ryan is dispicable.","Fri Jun 22 23:26:26 +0000 2018"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/41049314/1668174581","Tue May 19 03:53:26 +0000 2009","""A man who does not think for himself does not think at all."" ~ Oscar Wilde
✝️ 👮🇺🇸🐘🇨🇮

Christian, wife, mother, grandmother.
Doodle lover. 🐕

 🚫 NO DMs",,,,,,,,,,,"0","26830","5094","5231","true","41049314","false","false","false","OHIO","1021","BarbieBean","1650708168790487041","false","https://pbs.twimg.com/profile_images/1428456517129457665/fcvdjEQp_normal.jpg","","40424","https://twitter.com/GotJellyBeans","user","https://x.com/GotJellyBeans","GotJellyBeans","@Dance_Anyway_ @aemdee @TimRunsHisMouth Let me remind you... his ""pals"" going to jail has nothing to do with Trump OR Russia which is what the investigation is about.  And through ALL of that there is NOTHING that even has connected Trump.  So move on, I'm sure something will come along next week you can over react to.","Fri Jun 22 23:25:48 +0000 2018"
,,,,,,"false","false",,"Fri Apr 30 16:59:57 +0000 2010","",,,,,,,,,,,"0","60478","1093","4456","true","138804602","false","false","false","","6160","Valarie Corwin","952255641241968641","false","https://pbs.twimg.com/profile_images/1518148117/Casio2011_060_normal.jpg","","150102","https://twitter.com/nohan007","user","https://x.com/nohan007","nohan007","If Donald Trump thwarts Russia investigation with pardons, we might never recover: Pascrell &amp; Lieu https://t.co/8ncph7DiyX via @usatoday","Fri Jun 22 23:23:02 +0000 2018"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/65319381/1560788375","Thu Aug 13 08:48:52 +0000 2009","Turns out all I needed to know about a person is their attitude towards Hillary. Writer. Reply guy. RT=interesting and/or agree. He/him 💛🇺🇦",,,,,,,,,,,"0","101854","547","2639","true","65319381","false","false","false","Vienna, Austria","429","Herr Weh",,"false","https://pbs.twimg.com/profile_images/1574053946045472770/lC9kLR3N_normal.jpg","","37505","https://twitter.com/dashw_","user","https://x.com/dashw_","dashw_","@TheButterNutty Of course they are. You can argue Nazi or Not or Maybe to no end. Meanwhile Cohen flipping, Trump Foundation, Russia investigation are again underreported. Nazis is the new emails.","Fri Jun 22 23:22:29 +0000 2018"
,,,,,,"true","true",,"Tue Jan 31 19:27:25 +0000 2017","",,,,,,,,,,,"0","13880","120","81","true","826512226068656128","false","false","false","","6","Keith Moore",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","10003","https://twitter.com/kmm1801","user","https://x.com/kmm1801","kmm1801","@angpjfl @USAB4GOP @realDonaldTrump All that and not one thing about Russia collision or obstruction. My my Muller's done his home work and found nothing. All of these indictments have nothing to do with Trump. We will see what comes from IG investigation. Think Strzok will go to jail or sing. It is Obamibation.","Fri Jun 22 23:19:48 +0000 2018"
,,,,,,"false","true",,"Fri Jun 16 21:42:39 +0000 2017","",,,,,,,,,,,"0","17262","53","295","true","875831008347787264","false","false","false","","279","TRESA LEE LAMB",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","25171","https://twitter.com/okiefrmsapulpa1","user","https://x.com/okiefrmsapulpa1","okiefrmsapulpa1","CNN Poll: Americans think Russia investigation is serious and should continue https://t.co/2ab39EsGYm TOTAL BS. CNN LIES AGAIN. MOST AMERICANS WANT THIS FARCE TO STOP. DEMS R WASTING OUR MONEY WITH THIS ATTEMPT TO FRAME TRUMP 4 HRC'S CRIMES.","Fri Jun 22 22:58:45 +0000 2018"
,,,,,,"false","false",,"Sat May 03 23:57:09 +0000 2008","Some of the Best Quotes on X (formerly called Twitter) #quote #quotes",,,,,,,,,,,"0","36029","3239","2896","false","14642711","false","false","false","Arizona and California, USA","3","Steve Ramirez","1084873736396824576","false","https://pbs.twimg.com/profile_images/1204027100/12_normal.jpg","","86579","https://twitter.com/SteveRamirez","user","https://x.com/SteveRamirez","SteveRamirez","When one considers the mound of evidence that Trump sought to stymie the Russia investigation it becomes clear that Trump has a real risk of facing prosecution - and no simple way to prevent it — @JRubinBlogger #quote #ObstructionOfJustice (via @washingtonpost)","Fri Jun 22 22:56:14 +0000 2018"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/707813765463597056/1553547207","Thu Mar 10 06:22:07 +0000 2016","I am an Australian who opposes Israeli army personnel brutalising kids in Palestine. An Australian sorry for our role in Syria. I support the Russian Government",,,,,,,,,,,"0","149","93","261","true","707813765463597056","false","false","false","Australia","1087","anne altis",,"false","https://pbs.twimg.com/profile_images/1080993485300195329/jLIi2NJG_normal.jpg","","4181","https://twitter.com/AnneAltis","user","https://x.com/AnneAltis","AnneAltis","@RichardBurgon Serco has made president Trump their number one enemy. We know who set up the Russia investigation.","Fri Jun 22 22:56:13 +0000 2018"
,,,,,,"false","true",,"Fri Jan 30 03:40:34 +0000 2015","""Dad, what is science?"" ""I dunno son, we're Republicans.""",,,,,,,,,,,"0","78888","1207","1758","true","3004839615","false","false","false","","1143","Tim Johnson",,"false","https://pbs.twimg.com/profile_images/1003685125488381952/J3RQp8Yf_normal.jpg","","24336","https://twitter.com/Neatguy14","user","https://x.com/Neatguy14","Neatguy14","@RepMullin National Security? Your dear leader is on his way back to Russia to hatch more plans with Putin? Why should Trump be allowed to talk 1 on 1 with Putin, WITH NO WITNESSES, when he's under investigation for collusion with Russia? Trumps being blackmailed &amp; you turn a blind eye?","Fri Jun 22 22:51:16 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/38055659/1578440242","Tue May 05 23:45:34 +0000 2009","I basically just do this so I can be a punk bitch. Podcast: @GeeksUnitedPod Rasslin: @yawpodcast",,,,,,"facebook.com/GeeksUnitedWit…","http://www.facebook.com/GeeksUnitedWithAlAndBob","0","23","https://t.co/uSDXITfLKE","0","7426","347","309","true","38055659","false","false","false","Birth Island","4351","No Bawk Sherlock","768919066169995264","false","https://pbs.twimg.com/profile_images/1587879996500082691/1LUkvkwr_normal.jpg","","42086","https://twitter.com/DukeOfAwesome","user","https://x.com/DukeOfAwesome","DukeOfAwesome","I demand that Hanley Ramirez be involved in the Trump/Russia investigation.","Fri Jun 22 22:48:46 +0000 2018"
"https://pbs.twimg.com/profile_images/1669780523911110656/K9gaaM1g_bigger.jpg","CNN","https://twitter.com/CNN","DeepLink","Badge","BusinessLabel","false","false","https://pbs.twimg.com/profile_banners/34310801/1478895946","Wed Apr 22 16:01:45 +0000 2009","From the staff of The #SitRoom w/ @WolfBlitzer. Tune in 6 pm ET weekdays on @CNN.",,,,,,"cnn.com/situationroom","http://cnn.com/situationroom","0","22","http://t.co/9Ohl84xOrq","0","998","490148","886","true","34310801","true","false","false","Washington ","12534","The Situation Room",,"false","https://pbs.twimg.com/profile_images/626775966422016000/Lo6b0kNl_normal.jpg","","28519","https://twitter.com/CNNSitRoom","user","https://x.com/CNNSitRoom","CNNSitRoom","Most Americans think the Russia investigation is serious and should continue, but constant criticism from Trump of special counsel Robert Mueller is taking its toll, a new CNN poll finds https://t.co/coRBmZkBQ8 https://t.co/cr9WYWIvc2","Fri Jun 22 22:48:02 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/539247936/1487762425","Wed Mar 28 16:04:36 +0000 2012","Best-selling author of the Bible.

We have updated our privacy policy.",,,,,,,,,,,"0","7397","247","1020","true","539247936","false","false","false","","988","Larry Leeder",,"false","https://pbs.twimg.com/profile_images/834362185480560640/4gkHkZAC_normal.jpg","","4191","https://twitter.com/LarryLeeder1","user","https://x.com/LarryLeeder1","LarryLeeder1","@znvalentine @realDonaldTrump Got a quick question for you, Zach, just a simple yes or no.

Is there any single hypothetical piece of evidence which might make you question Trump's claim of innocence in the Russia investigation?","Fri Jun 22 22:30:44 +0000 2018"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/4247374520/1501459852","Sun Nov 15 16:30:59 +0000 2015","""I May Disapprove of What You Say, But I Will Defend to the Death Your Right to Say It"". JFK Assassination, WWII, Watergate nut. Opinionated.",,,,,,,,,,,"0","155377","37926","8975","false","4247374520","true","false","false","St Louis, MO","20391","IT Guy","1137131688746786821","false","https://pbs.twimg.com/profile_images/667051079108988928/fIiD8LB5_normal.jpg","","180382","https://twitter.com/ITGuy1959","user","https://x.com/ITGuy1959","ITGuy1959","@mommycanrun @thehill Trump Russia investigation was opened almost two years ago, in July 2016 by Peter Strzok. Not one has yet been indicted, much less convicted, of a campaign related crime.

For the record, I also think Whitewater was a sham. Susan McDougal went to jail vs ""flip"" &amp; lie.","Fri Jun 22 22:27:43 +0000 2018"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/369701707/1732039776","Wed Sep 07 20:06:14 +0000 2011","#ANONYMOUS #OCCUPY #OWS
THE FIRST DUTY OF A REVOLUTIONIST IS TO GET AWAY WITH IT    #FREELEONARDPELTIER #PARDONJULIANASSANGE",,,,,,,,,,,"0","89128","4412","4493","true","369701707","false","false","false","NY,NY-SF,CA-ALL POINTS BETWEEN","40480","ANONYMOUSALLREDToDoRoJo🍀","1335442297857712128","false","https://pbs.twimg.com/profile_images/1861874122306785280/lqp4PitJ_normal.jpg","","252318","https://twitter.com/ALLREDToDoRoJo","user","https://x.com/ALLREDToDoRoJo","ALLREDToDoRoJo","#Mueller's office #attacked The #NewYorkTimes and The #WashingtonPost for '#inaccurately' #reporting on his #investigation https://t.co/y6sAUTvMAf","Fri Jun 22 23:58:53 +0000 2018"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/758846300439715840/1611171296","Fri Jul 29 02:07:11 +0000 2016","US politics.",,,,,,,,,,,"0","27480","8596","1853","true","758846300439715840","false","false","false","","5277","SeriouslyUS?",,"false","https://pbs.twimg.com/profile_images/1497969418936233991/eNMq6ntc_normal.jpg","","20349","https://twitter.com/USseriously","user","https://x.com/USseriously","USseriously","@hsu_spencer @DevlinBarrett @rachelweinerwp Nah, you're suggesting Mueller's contemplating the end of his investigation. These court filings suggest no such thing.","Fri Jun 22 23:58:28 +0000 2018"
,,,,,,"true","false",,"Wed Jan 21 04:05:55 +0000 2009","just a person who grew up in the 60’s who wants a fair American playing field for ALL Americans.",,,,,,,,,,,"0","11115","74","462","true","19275205","false","false","false","Boulder, CO","84","Michelle Christensen",,"false","https://pbs.twimg.com/profile_images/956041864473468933/58NxYd9X_normal.jpg","","10154","https://twitter.com/chelle474","user","https://x.com/chelle474","chelle474","@peterdaou @ThatShockratees I’m waiting for the long game...and I trust Mueller and the investigation team will do what is necessary when it’s necessary","Fri Jun 22 23:58:15 +0000 2018"
,,,,,,"false","true",,"Tue Nov 10 17:27:51 +0000 2015","",,,,,,,,,,,"0","6","16","4","false","4157953637","false","false","false","Jacksonville FL","0","Jesus Bianco",,"false","https://pbs.twimg.com/profile_images/665239982915715072/sRkK4n4P_normal.jpg","","4943","https://twitter.com/Jbianco22","user","https://x.com/Jbianco22","Jbianco22","@realDonaldTrump @LouDobbs @IngrahamAngle @rushlimbaugh @stuartvarney @AlanDersh @Jim_Jordan @RepMarkMeadows @DavidAsmanfox Respected David Rivkin(WSJ):Says ""Robert Mueller’s investigation may face a serious legal obstacle"":It is tainted by antecedent political bias(FBI agent Peter Strzok). Appellate and Constitutional Lawyer Rivkin:Mueller  and Rod Rosenstein would be uncovered by judicial precedent","Fri Jun 22 23:57:51 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/1164005534/1713040590","Sat Feb 09 20:33:26 +0000 2013","“If Republicans become convinced they cannot win democratically, they will not abandon their Republican Ideology, they will abandon Democracy.”",,,,,,,,,,,"0","426573","1849","2521","true","1164005534","false","false","false","","3116","Kate","979912452392419328","false","https://pbs.twimg.com/profile_images/1779733210328653824/M1rHhdqk_normal.jpg","","308819","https://twitter.com/_LOVEINVAIN","user","https://x.com/_LOVEINVAIN","_LOVEINVAIN","@esaagar Given that Turkey refuses to Cooperate with Mueller Investigation- &amp; other Countries have done Weird Crap to Appease the Tyrant in the WhiteHouse- seriously how do we KNOW this is not Honduras doing Trump a ‘Solid’??","Fri Jun 22 23:56:43 +0000 2018"
